index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-153,30,0,0,0,0,0.001s;0.004s;0.006s;0.01s;0.013s;0.015s;0.019s;0.023s;0.027s;0.032s;0.035s;0.04s;0.044s;0.049s;0.054s;0.058s;0.063s;0.065s;0.068s;0.072s;0.077s;0.081s;0.085s;0.091s;0.096s;0.102s;0.106s;0.113s;0.119s;0.122s;0.127s,0.021s;0.092s;0.122s;0.163s;0.194s;0.234s;0.268s;0.305s;0.348s;0.388s;0.445s;0.49s;0.546s;0.601s;0.668s;0.824s;0.781s;0.835s;0.89s;0.962s;1.038s;1.127s;1.178s;1.255s;1.34s;1.41s;1.503s;1.551s;1.629s;1.756s;1.806s,0.005s;0.008s;0.008s;0.008s;0.006s;0.008s;0.007s;0.007s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;0.007s;0.011s;0.008s;0.009s;0.008s;0.008s;0.007s;0.007s;0.009s;0.006s;0.006s;0.008s;0.008s;0.008s;0.007s;0.009s;0.008s,27287552;28344320;35512320;36876288;38256640;39632896;41115648;42680320;44089344;45490176;46985216;48566272;49999872;51441664;52887552;54341632;55853056;57434112;58957824;60456960;61964288;63483904;65015808;66576384;68136960;69718016;71319552;73007104;74715136;76443648;78200832,27697152;28573696;35512320;36876288;38256640;39632896;41115648;42680320;44089344;45490176;46985216;48566272;49999872;51441664;52891648;54341632;55853056;57434112;58957824;60456960;61964288;63483904;65015808;66576384;68136960;69718016;71319552;73007104;74715136;76443648;78200832,236164;2726178;4144305;5580410;7014479;8532935;10051164;11517359;12983709;14543700;16185823;17686536;19196603;20707373;22224439;23801494;25447022;27037980;28602052;30179894;31767060;33366827;34981062;36611051;38259356;39930924;41687987;43466361;45267480;47092945;48944304
-154,30,2722782,86704,318738,6,0.001s;0.005s;0.006s;0.009s;0.197s;0.371s;0.526s;0.675s;0.84s;1.041s;1.246s;1.445s;1.685s;1.981s;2.237s;2.558s;2.904s;3.399s;3.855s;4.323s;4.949s;5.293s;5.809s;6.384s;7.017s;7.948s;8.811s;1.533s;1.783s;2.128s;1.994s,0.021s;0.094s;0.136s;0.169s;0.217s;0.253s;0.3s;0.351s;0.414s;0.464s;0.516s;0.597s;0.672s;0.726s;0.8s;0.897s;0.963s;1.068s;1.148s;1.251s;1.407s;1.497s;1.613s;1.738s;1.835s;2.025s;2.19s;2.365s;2.467s;2.781s;2.93s,0.005s;0.008s;0.008s;0.008s;0.006s;0.007s;0.008s;0.007s;0.008s;0.006s;0.009s;0.008s;0.008s;0.007s;0.008s;0.008s;0.008s;0.008s;0.009s;0.009s;0.009s;0.009s;0.008s;0.007s;0.009s;0.008s;0.011s;0.007s;0.006s;0.007s;0.009s,27238400;28569600;35770368;37109760;38477824;39903232;41574400;42995712;44388352;45797376;47222784;48795648;50438144;46321664;52985856;54628352;56336384;58109952;59965440;61964288;64032768;66236416;68599808;71159808;73895936;76828672;80003072;83394560;87044096;90988544;95252480,27643904;28573696;35778560;37109760;38477824;39903232;41574400;42995712;44388352;45797376;47222784;48795648;50438144;46342144;52985856;54628352;56336384;58109952;59965440;61964288;64032768;66236416;68599808;71159808;73895936;76828672;80003072;83394560;87044096;90988544;95252480,256564;2648419;4046061;5462926;6906065;8339007;9808076;11265885;12739754;14231045;15870714;17576253;19203809;20862275;22573848;24353819;26204374;28140350;30175689;32324447;34600364;37056544;39718553;42562206;45608112;48878578;52397319;56189746;60282851;64705414;69487952
-155,30,0,0,0,0,0.017s;0.042s;0.061s;0.082s;0.102s;0.121s;0.138s;0.16s;0.186s;0.206s;0.223s;0.242s;0.267s;0.29s;0.315s;0.338s;0.368s;0.391s;0.42s;0.452s;0.488s;0.518s;0.553s;0.586s;0.631s;0.686s;0.724s;0.779s;0.84s;0.891s;0.963s,0.256s;0.706s;1.016s;1.311s;1.606s;1.961s;2.236s;2.62s;2.978s;3.375s;3.824s;4.346s;4.851s;5.27s;5.695s;6.295s;6.883s;7.272s;8.063s;8.958s;9.115s;9.899s;10.465s;11.206s;11.849s;12.868s;13.516s;14.01s;15.456s;16.574s;19.126s,0.004s;0.008s;0.009s;0.008s;0.009s;0.008s;0.007s;0.006s;0.007s;0.007s;0.006s;0.006s;0.006s;0.008s;0.006s;0.008s;0.007s;0.007s;0.006s;0.009s;0.008s;0.008s;0.006s;0.006s;0.008s;0.008s;0.006s;0.007s;0.008s;0.007s;0.006s,27455488;37011456;48508928;55603200;62660608;69746688;76926976;84267008;86577152;99143680;106770432;114495488;122388480;130359296;138596352;146907136;155836416;164667392;173957120;183517184;193355776;203558912;214220800;225280000;236761088;248762368;261361664;274481152;288210944;302649344;317833216,27873280;37208064;48508928;55603200;62660608;69746688;76976128;84324352;86786048;99143680;106770432;114495488;122388480;130359296;138596352;146907136;155836416;164667392;173957120;183517184;193355776;203558912;214220800;225280000;236761088;248762368;261361664;274481152;288210944;302649344;317833216,4578927;16311913;23639609;30983398;38355794;45813597;53317063;61006146;68842127;76758158;84774541;92904570;101167179;109699061;118315277;127557448;136698775;146306539;156190106;166361207;176899729;187905954;199313562;211156282;223524523;236501000;250011061;264139347;278992508;294599737;310920783
-156,6,52154,10587,14129,6,0s;0.013s;0.022s;0.031s;0.039s;0.049s;0.075s,0.013s;0.032s;0.038s;0.044s;0.049s;0.059s;0.064s,0.004s;0.008s;0.007s;0.006s;0.007s;0.006s;0.008s,27045888;28413952;30220288;33370112;35926016;37453824;28790784,27394048;28647424;30220288;33370112;35926016;37453824;33472512,219615;484006;640475;798864;960133;1125434;1301441
-157,30,0,0,0,0,0.001s;0.003s;0.005s;0.007s;0.009s;0.012s;0.014s;0.016s;0.017s;0.021s;0.024s;0.025s;0.029s;0.03s;0.034s;0.038s;0.041s;0.045s;0.046s;0.05s;0.054s;0.058s;0.06s;0.067s;0.067s;0.069s;0.072s;0.078s;0.081s;0.084s;0.09s,0.017s;0.071s;0.099s;0.13s;0.152s;0.18s;0.2s;0.233s;0.271s;0.301s;0.337s;0.361s;0.407s;0.439s;0.485s;0.514s;0.553s;0.604s;0.651s;0.688s;0.733s;0.785s;0.832s;0.928s;0.945s;0.997s;1.039s;1.101s;1.174s;1.211s;1.271s,0.006s;0.007s;0.007s;0.007s;0.008s;0.007s;0.006s;0.008s;0.007s;0.008s;0.006s;0.007s;0.007s;0.007s;0.008s;0.008s;0.009s;0.008s;0.008s;0.007s;0.009s;0.007s;0.006s;0.007s;0.007s;0.006s;0.006s;0.006s;0.008s;0.008s;0.008s,27586560;28360704;34181120;35041280;35909632;36790272;37683200;38567936;39452672;40337408;41222144;42119168;43016192;43913216;44830720;45826048;46829568;47841280;48865280;49893376;50937856;51941376;52948992;53968896;55005184;56057856;57167872;58273792;59437056;60620800;61825024,27725824;28413952;34181120;35041280;35909632;36790272;37683200;38567936;39452672;40337408;41222144;42119168;43016192;43913216;44830720;45826048;46829568;47841280;48865280;49893376;50937856;51941376;52948992;53968896;55005184;56057856;57167872;58273792;59437056;60620800;61825024,269777;1741548;2636689;3541655;4457064;5377579;6299393;7222596;8143441;9068470;10003062;10936009;11873115;12823127;13859001;14902063;15953129;17013159;18083091;19164013;20208033;21255508;22317123;23393490;24486484;25636805;26787667;27990690;29216455;30466485;31742356
-158,9,195074,19348,31434,2,0.001s;0.002s;0.003s;0.003s;0.004s;0.065s;0.095s;0.128s;0.164s;0.208s,0.015s;0.054s;0.065s;0.078s;0.095s;0.11s;0.125s;0.139s;0.159s;0.178s,0.004s;0.007s;0.007s;0.007s;0.007s;0.007s;0.007s;0.007s;0.009s;0.008s,27459584;28622848;34344960;35229696;36671488;37113856;37560320;38002688;38457344;38916096,27824128;28626944;34344960;35229696;36671488;37113856;37560320;38002688;38457344;39596032,228066;967103;1412483;1862464;2316149;2780082;3244223;3717701;4199340;4684615
-159,30,0,0,0,0,0s;0.014s;0.028s;0.044s;0.057s;0.075s;0.088s;0.103s;0.12s;0.137s;0.155s;0.173s;0.189s;0.209s;0.223s;0.249s;0.267s;0.287s;0.306s;0.331s;0.354s;0.377s;0.407s;0.432s;0.463s;0.493s;0.527s;0.576s;0.599s;0.637s;0.682s,0.019s;0.208s;0.346s;0.465s;0.603s;0.734s;0.863s;0.992s;1.185s;1.373s;1.527s;1.733s;1.93s;2.124s;2.36s;2.606s;2.826s;3.071s;3.403s;3.69s;3.97s;4.239s;4.792s;4.881s;5.303s;5.851s;6.103s;6.47s;6.795s;7.349s;7.701s,0.004s;0.008s;0.008s;0.007s;0.006s;0.006s;0.013s;0.006s;0.007s;0.008s;0.009s;0.009s;0.008s;0.009s;0.008s;0.008s;0.008s;0.008s;0.006s;0.007s;0.009s;0.009s;0.006s;0.007s;0.007s;0.01s;0.008s;0.009s;0.007s;0.009s;0.008s,35659776;35659776;45330432;51261440;57102336;63000576;69091328;74985472;80924672;86892544;92962816;99389440;105840640;112373760;119005184;125747200;132616192;139755520;147365888;154824704;162451456;170192896;178225152;186564608;195244032;204226560;213598208;223318016;233463808;244027392;255053824,35659776;35659776;45330432;51261440;57102336;63000576;69091328;74985472;80924672;86892544;92962816;99389440;105840640;112373760;119005184;125747200;132616192;139755520;147365888;154824704;162451456;170192896;178225152;186564608;195244032;204226560;213598208;223318016;233463808;244027392;255053824,279524;10160106;16355596;22461086;28623427;34977417;41137806;47346436;53581658;59918085;66567471;73290038;80097837;87003972;94022485;101168350;108592068;116488856;124232688;132149914;140188049;148521414;157166615;166157027;175458111;185153257;195204856;205688394;216597085;227976995;239974767
-160,3,46947,9287,10071,3,0.001s;0.011s;0.019s;0.035s,0.012s;0.04s;0.047s;0.058s,0.005s;0.008s;0.008s;0.006s,27131904;28180480;31825920;34480128,27521024;28377088;31825920;35971072,215332;634589;879778;1125271
-161,4,12792,7022,7194,2,0s;0.005s;0.007s;0.008s;0.027s,0.011s;0.022s;0.024s;0.025s;0.029s,0.004s;0.006s;0.007s;0.008s;0.006s,27242496;28254208;29102080;29143040;29671424,27549696;28430336;29102080;29143040;37507072,211138;271976;306283;341198;376873
-162,12,1,-1,-1,-1,0.001s;0.037s;0.068s;0.096s;1.904s;2.433s;3.031s;3.75s;4.922s;5.803s;8.746s;9.548s;-1,0.026s;0.436s;0.759s;1.095s;1.422s;1.755s;2.13s;2.507s;2.863s;3.232s;3.608s;4.047s;-1,0.004s;0.007s;0.008s;0.007s;0.006s;0.008s;0.007s;0.007s;0.008s;0.006s;0.007s;0.006s;-1,35446784;35549184;56627200;70516736;84115456;97693696;111308800;125485056;139685888;153911296;168173568;182476800;-1,35487744;35549184;56627200;70516736;84115456;97693696;111308800;125485056;139685888;153911296;168173568;182476800;-1,433809;22046561;36479033;50621555;64738997;78857365;93578819;108324333;123097183;137903993;152756312;167671461;-1
-163,30,0,0,0,0,0s;0.002s;0.005s;0.006s;0.007s;0.011s;0.013s;0.015s;0.018s;0.024s;0.023s;0.026s;0.03s;0.032s;0.034s;0.039s;0.042s;0.049s;0.051s;0.054s;0.069s;0.064s;0.067s;0.076s;0.078s;0.083s;0.089s;0.095s;0.102s;0.112s;0.118s,0.016s;0.074s;0.097s;0.125s;0.15s;0.192s;0.217s;0.271s;0.298s;0.335s;0.379s;0.42s;0.474s;0.518s;0.576s;0.634s;0.701s;0.769s;0.821s;0.876s;1.008s;1.011s;1.094s;1.181s;1.378s;1.333s;1.429s;1.525s;1.617s;1.727s;1.829s,0.006s;0.006s;0.006s;0.008s;0.008s;0.008s;0.007s;0.006s;0.006s;0.007s;0.007s;0.007s;0.006s;0.007s;0.008s;0.008s;0.007s;0.006s;0.006s;0.01s;0.008s;0.007s;0.007s;0.007s;0.007s;0.008s;0.007s;0.007s;0.006s;0.007s;0.007s,35598336;35610624;37412864;38318080;39235584;40165376;41095168;42033152;39624704;40652800;41676800;42663936;43663360;44711936;45862912;47034368;48193536;49336320;50515968;51736576;52994048;54816768;56172544;57593856;59072512;60616704;62275584;64028672;65859584;67780608;69799936,35606528;35610624;37412864;38318080;39235584;40165376;41095168;33878016;39624704;40652800;41676800;42663936;43663360;44711936;45862912;47034368;48193536;49336320;50515968;51736576;53166080;54816768;56172544;57593856;59072512;60616704;62275584;64028672;65859584;67780608;69799936,246104;1891782;2842530;3802416;4775215;5747657;6730656;7716965;8783004;9801921;10831194;11876642;12970206;14163870;15382541;16587146;17779067;19006758;20273778;21583735;22941676;24352310;25823115;27357693;28956590;30673292;32481163;34373564;36356514;38436231;40619193
-164,8,1,-1,-1,-1,0s;0.38s;0.772s;2.511s;4.75s;1.819s;2.601s;4.863s;-1,0.026s;0.336s;0.589s;0.826s;1.081s;1.347s;1.609s;1.96s;-1,0.005s;0.008s;0.006s;0.006s;0.006s;0.007s;0.009s;0.008s;-1,27222016;28811264;46841856;56229888;66011136;75317248;79097856;93302784;-1,27602944;28815360;46841856;56229888;66011136;75317248;79519744;93302784;-1,326162;14627359;24348764;34521437;44216867;53909359;63694102;73787669;-1
-165,30,1863826,77127,333626,2,0s;0.004s;0.007s;0.01s;0.128s;0.344s;0.349s;0.448s;0.562s;0.661s;0.785s;0.906s;1.011s;1.182s;1.283s;1.429s;1.554s;1.722s;1.857s;2.036s;2.243s;2.408s;2.634s;2.89s;3.145s;1.008s;1.066s;1.206s;1.193s;1.298s;1.344s,0.018s;0.088s;0.119s;0.164s;0.195s;0.231s;0.275s;0.301s;0.33s;0.38s;0.432s;0.497s;0.556s;0.603s;0.701s;0.717s;0.771s;0.835s;0.897s;0.974s;1.035s;1.113s;1.18s;1.268s;1.34s;1.412s;1.507s;1.586s;1.702s;1.819s;1.887s,0.007s;0.013s;0.008s;0.007s;0.007s;0.009s;0.006s;0.007s;0.007s;0.007s;0.007s;0.007s;0.012s;0.006s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;0.009s;0.007s;0.008s;0.008s;0.008s;0.008s;0.007s;0.007s;0.008s;0.006s;0.007s,32309248;32403456;35237888;36462592;37711872;38965248;40218624;41467904;42754048;44019712;45281280;46571520;47902720;49315840;50728960;52154368;53592064;55037952;56496128;57970688;59469824;60928000;62386176;63864832;65363968;66891776;68452352;70037504;71651328;73338880;75075584,32342016;32403456;35237888;36462592;37711872;38965248;40218624;41467904;42754048;44019712;45281280;46571520;47902720;49315840;50728960;52154368;53592064;55037952;56496128;57970688;59469824;60928000;62386176;63864832;65363968;66891776;68452352;70037504;71651328;73338880;75075584,279740;2438412;3722661;5028046;6341541;7651399;8960544;10282345;11606604;12927103;14276259;15668752;17135109;18609801;20094039;21589019;23096018;24616550;26152033;27703978;29223502;30744571;32285462;33849913;35439830;37065013;38716284;40397968;42151379;43956843;45801160
-166,30,0,0,0,0,0s;0.003s;0.005s;0.007s;0.008s;0.011s;0.013s;0.015s;0.015s;0.017s;0.02s;0.023s;0.025s;0.028s;0.03s;0.034s;0.036s;0.04s;0.04s;0.044s;0.045s;0.05s;0.05s;0.054s;0.056s;0.06s;0.06s;0.071s;0.066s;0.068s;0.072s,0.016s;0.064s;0.085s;0.112s;0.139s;0.156s;0.195s;0.211s;0.247s;0.273s;0.308s;0.34s;0.374s;0.418s;0.468s;0.501s;0.543s;0.587s;0.629s;0.679s;0.715s;0.766s;0.805s;0.869s;0.935s;0.978s;1.022s;1.076s;1.164s;1.2s;1.262s,0.004s;0.007s;0.008s;0.007s;0.008s;0.006s;0.007s;0.008s;0.007s;0.006s;0.007s;0.007s;0.008s;0.008s;0.007s;0.007s;0.007s;0.007s;0.006s;0.008s;0.007s;0.007s;0.007s;0.007s;0.006s;0.006s;0.008s;0.007s;0.007s;0.006s;0.006s,32956416;32960512;34627584;35479552;36331520;37199872;38064128;38928384;39792640;40656896;41525248;42385408;43253760;44216320;45191168;46166016;47099904;47988736;48877568;49766400;50655232;51544064;52436992;53334016;54222848;55111680;56004608;56913920;57856000;58798080;59744256,32956416;32960512;34627584;35479552;36331520;37199872;38064128;38928384;39792640;40656896;41525248;42385408;43253760;44216320;45191168;46166016;47099904;47988736;48877568;49766400;50655232;51544064;52436992;53334016;54222848;55111680;56004608;56913920;57856000;58798080;59744256,238434;1750389;2639357;3534325;4438730;5344403;6249526;7153521;8057529;8962610;9865806;10772655;11774338;12788684;13803182;14776435;15706444;16634985;17563891;18492450;19421118;20349895;21287733;22217225;23147035;24077509;25027706;26010343;26992572;27974858;28957475
-167,30,0,0,0,0,0s;0.003s;0.004s;0.006s;0.008s;0.009s;0.012s;0.014s;0.017s;0.017s;0.019s;0.022s;0.023s;0.025s;0.028s;0.031s;0.034s;0.035s;0.037s;0.039s;0.042s;0.044s;0.045s;0.05s;0.052s;0.054s;0.057s;0.059s;0.061s;0.062s;0.066s,0.018s;0.063s;0.081s;0.099s;0.118s;0.151s;0.172s;0.194s;0.224s;0.25s;0.285s;0.309s;0.345s;0.377s;0.41s;0.437s;0.481s;0.519s;0.557s;0.593s;0.641s;0.682s;0.72s;0.766s;0.807s;0.871s;0.899s;0.954s;0.994s;1.058s;1.098s,0.005s;0.006s;0.006s;0.007s;0.008s;0.007s;0.006s;0.007s;0.007s;0.008s;0.008s;0.006s;0.007s;0.008s;0.007s;0.007s;0.008s;0.006s;0.008s;0.008s;0.007s;0.008s;0.008s;0.008s;0.007s;0.006s;0.007s;0.007s;0.007s;0.008s;0.008s,27742208;28532736;33959936;35258368;36052992;36851712;37654528;38457344;39276544;40112128;40919040;41725952;42594304;43458560;39579648;44535808;45367296;46182400;46997504;47816704;48631808;49446912;50266112;51142656;52019200;52895744;53760000;54587392;55410688;56254464;57081856,27787264;28532736;33959936;35258368;36052992;36851712;37654528;38457344;39276544;40112128;40919040;41725952;42594304;43458560;39649280;44535808;45367296;46182400;46997504;47816704;48631808;49446912;50266112;51142656;52019200;52895744;53760000;54587392;55410688;56254464;57081856,234795;1646683;2471152;3301559;4138077;4978590;5816720;6655641;7529402;8371417;9216589;10120077;11022157;11874591;12725995;13577182;14428454;15279811;16136515;16988426;17840587;18696092;19609336;20523030;21436809;22338668;23200767;24063894;24944262;25806795;26669416
-168,11,6234739,101238,1806591,5,0.001s;0.048s;0.088s;2.328s;3.218s;4.139s;4.821s;5.934s;7.013s;8.025s;10.044s;16.688s,0.04s;0.573s;1.027s;1.502s;1.964s;2.445s;2.892s;3.377s;3.862s;4.407s;4.928s;5.484s,0.006s;0.009s;0.008s;0.007s;0.01s;0.008s;0.009s;0.01s;0.01s;0.009s;0.009s;0.009s,32403456;34226176;57815040;73981952;90185728;106360832;122482688;139640832;155852800;172064768;188276736;204500992,32403456;34721792;57815040;73981952;90185728;106360832;122482688;139640832;155852800;172064768;188276736;211492864,778832;23546351;40243848;56982469;73693060;90350227;108048182;124796656;141544111;158295986;175056852;191901036
-169,10,1730539,50554,159614,10,0.001s;0.008s;0.018s;0.023s;0.03s;0.037s;3.128s;4.074s;5.2s;6.411s;8.618s,0.017s;0.131s;0.221s;0.284s;0.351s;0.435s;0.501s;0.569s;0.656s;0.757s;0.832s,0.008s;0.01s;0.009s;0.009s;0.009s;0.008s;0.01s;0.01s;0.009s;0.01s;0.01s,28049408;29319168;39600128;43274240;46796800;50491392;54128640;57733120;61345792;65093632;68878336,28262400;29331456;39600128;43274240;46796800;50491392;54128640;57733120;61345792;65093632;77434880,363853;6618936;10436499;14118558;17969322;21766795;25513093;29271702;33165385;37112339;41083503
-170,3,115858,13622,16299,6,0.001s;0.032s;0.056s;0.088s,0.02s;0.071s;0.096s;0.111s,0.006s;0.008s;0.009s;0.008s,27525120;29011968;34476032;35086336,28020736;29024256;34476032;36466688,338923;1416197;2043501;2679467
-171,9,485776,28470,64714,3,0.001s;0.004s;0.005s;0.008s;0.108s;0.195s;0.276s;0.358s;0.452s;0.615s,0.016s;0.068s;0.096s;0.128s;0.16s;0.19s;0.216s;0.258s;0.286s;0.329s,0.006s;0.01s;0.009s;0.009s;0.009s;0.009s;0.01s;0.008s;0.008s;0.007s,27521024;29392896;35942400;37076992;38248448;39399424;40595456;41848832;43085824;44318720,27983872;29622272;35942400;37076992;38248448;39399424;40595456;41848832;43085824;57126912,373240;2299220;3470549;4642815;5820241;7013068;8285784;9563020;10846078;12136093
-172,5,6268580,76477,930719,7,0.004s;1.556s;3.116s;1.991s;3.424s;20.946s,0.058s;0.84s;1.491s;2.202s;2.892s;3.512s,0.005s;0.007s;0.009s;0.007s;0.013s;0.007s,44195840;46170112;89088000;116551680;143835136;171102208,44195840;46170112;89088000;116551680;143835136;432902144,983666;44808077;73376558;101752127;130123129;158507295
-173,30,0,0,0,0,0.001s;0.014s;0.029s;0.044s;0.058s;0.075s;0.091s;0.106s;0.12s;0.135s;0.153s;0.169s;0.186s;0.2s;0.212s;0.228s;0.246s;0.269s;0.278s;0.293s;0.315s;0.324s;0.342s;0.361s;0.373s;0.396s;0.407s;0.422s;0.449s;0.474s;0.476s,0.026s;0.209s;0.358s;0.471s;0.623s;0.748s;0.885s;1.051s;1.215s;1.406s;1.573s;1.773s;2.007s;2.166s;2.353s;2.6s;2.806s;3.003s;3.249s;3.505s;3.851s;3.952s;4.218s;4.463s;4.75s;4.993s;5.238s;5.563s;5.836s;6.106s;6.402s,0.006s;0.009s;0.008s;0.008s;0.009s;0.009s;0.009s;0.009s;0.008s;0.008s;0.008s;0.008s;0.009s;0.009s;0.009s;0.007s;0.008s;0.01s;0.008s;0.009s;0.008s;0.008s;0.009s;0.009s;0.017s;0.008s;0.01s;0.01s;0.01s;0.01s;0.009s,27590656;31555584;38432768;43540480;50720768;55402496;60207104;64925696;69615616;73220096;77918208;82608128;87265280;91885568;96509952;101134336;105758720;110379008;114999296;119676928;124456960;129183744;133898240;138579968;143269888;147968000;152662016;157519872;162422784;167280640;172163072,28082176;31555584;38432768;43540480;50720768;55402496;60207104;64925696;69615616;73220096;77918208;82608128;87265280;91885568;96509952;101134336;105758720;110379008;114999296;119676928;124456960;129183744;133898240;138579968;143269888;147968000;152662016;157519872;162422784;167280640;172163072,502599;7127645;11766258;16604231;21453641;26300689;31148105;35995683;40843335;45690749;50540265;55368995;60160994;64953685;69743816;74534083;79324493;84115343;88960805;93914343;98811940;103678564;108530403;113394658;118259967;123125808;128155838;133193907;138220060;143275131;148331008
-174,10,1842506,50672,158069,9,0s;0.253s;0.438s;0.742s;1.195s;1.696s;2.261s;3.001s;3.64s;4.502s;8.953s,0.017s;0.137s;0.215s;0.277s;0.359s;0.426s;0.501s;0.598s;0.691s;0.812s;0.91s,0.006s;0.009s;0.009s;0.009s;0.008s;0.009s;0.007s;0.007s;0.007s;0.007s;0.007s,27533312;29392896;40448000;43978752;47616000;51613696;55296000;52592640;61906944;65859584;70008832,27906048;29630464;40448000;43978752;47616000;51613696;55296000;52838400;61906944;65863680;349712384,294195;6748109;10438069;14135201;18295680;22144218;26026841;29969622;33989993;38301968;42711432
-175,12,1,-1,-1,-1,0.003s;0.19s;0.395s;0.59s;0.798s;1.008s;1.233s;1.457s;1.668s;1.884s;2.114s;2.336s;-1,0.067s;1.989s;3.85s;5.736s;10.275s;11.892s;14.189s;13.785s;16s;18.295s;20.611s;23.129s;-1,0.007s;0.009s;0.009s;0.009s;0.008s;0.008s;0.009s;0.008s;0.009s;0.009s;0.007s;0.009s;-1,27549696;31924224;102813696;155648000;207806464;259960832;312188928;365010944;419135488;473997312;528936960;584155136;-1,27906048;32141312;102813696;155648000;207806464;259960832;312188928;365010944;419135488;473997312;528936960;584155136;-1,1029809;67251164;120914409;174595980;228298671;282040537;336340178;392010391;448420936;504911156;561681108;619222159;-1
-176,30,0,0,0,0,0.001s;0.031s;0.061s;0.096s;0.121s;0.152s;0.182s;0.211s;0.243s;0.273s;0.304s;0.336s;0.372s;0.4s;0.433s;0.466s;0.492s;0.536s;0.567s;0.607s;0.636s;0.668s;0.699s;0.737s;0.774s;0.817s;0.843s;0.867s;0.906s;0.945s;0.98s,0.024s;0.324s;0.506s;0.707s;0.913s;1.103s;1.298s;1.512s;1.71s;1.971s;2.22s;2.451s;2.731s;3.069s;3.35s;3.609s;3.9s;4.273s;4.51s;4.87s;5.201s;5.593s;5.989s;6.414s;6.708s;6.977s;7.885s;7.729s;8.266s;8.516s;9.004s,0.006s;0.009s;0.006s;0.007s;0.007s;0.006s;0.008s;0.007s;0.007s;0.009s;0.009s;0.007s;0.008s;0.008s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;0.01s;0.009s;0.008s;0.007s;0.007s;0.008s;0.007s;0.007s;0.007s;0.007s;0.009s,38731776;39268352;55291904;65257472;74735616;84172800;93646848;103505920;113377280;123248640;133079040;142684160;152289280;161890304;171540480;181215232;190836736;200466432;210145280;220221440;230412288;240599040;250757120;260952064;271101952;281305088;291495936;301694976;311885824;322068480;332271616,38731776;39268352;55291904;65257472;74735616;84172800;93646848;103505920;113377280;123248640;133079040;142684160;152289280;161890304;171540480;181215232;190836736;200466432;210145280;220221440;230412288;240599040;250757120;260952064;271101952;281305088;291495936;301694976;311885824;322068480;332271616,361057;16453975;26851723;36756579;46620591;56527506;66776300;77081568;87386875;97646165;107686714;117723251;127757204;137839005;147945493;158000569;168062827;178173420;188681879;199305016;209923716;220514804;231139845;241725489;252361109;262981904;273614513;284239174;294854021;305490068;316076553
