index,t_solve_list,t_ground_list,ground_file_bytes_list
-501,0.001s;0.002s;0.024s,0.012s;0.041s;0.057s,220149;755053;1065864
-502,0.001s;0.004s;0.003s;0.004s;0.005s;0.006s;0.006s;0.008s;0.009s;0.01s;0.015s;0.012s;0.013s;0.015s;0.015s;0.018s;0.019s;0.024s;0.023s;0.025s;0.025s;0.026s;0.025s;0.028s;0.029s;0.033s;0.032s;0.033s;0.035s;0.039s;0.037s,0.016s;0.057s;0.076s;0.093s;0.111s;0.126s;0.152s;0.167s;0.192s;0.211s;0.259s;0.283s;0.302s;0.341s;0.361s;0.403s;0.436s;0.472s;0.526s;0.559s;0.585s;0.629s;0.638s;0.691s;0.746s;0.783s;0.838s;0.892s;0.926s;0.988s;1.024s,253022;1095619;1559760;2026000;2493823;2962827;3437066;3908084;4381197;4891544;5367727;5845642;6329738;6841083;7320740;7800276;8280024;8758765;9237285;9760912;10291667;10798608;11282892;11767364;12251583;12736456;13221220;13706110;14191544;14675845;15160143
-503,0.003s;2.202s,0.034s;0.325s,657753;14209339
-504,0.198s;-1,2.24s;-1,39699513;-1
-505,0.001s;0.062s;0.113s;0.158s;0.2s;0.255s;0.305s;0.359s;0.427s;0.482s;0.522s;0.587s;0.65s;0.722s;0.792s;0.903s;0.98s;1.063s;1.136s;1.24s;1.354s;1.459s;1.612s;1.726s;1.887s;2.043s;2.29s;2.412s;2.639s;-1,0.031s;0.663s;1.095s;1.575s;2.014s;2.473s;2.928s;3.521s;3.92s;4.432s;5.069s;5.688s;6.274s;6.995s;7.678s;8.472s;9.313s;10.238s;11.196s;12.274s;13.068s;14.238s;15.609s;16.695s;17.983s;19.516s;21.238s;22.921s;25.35s;-1,537780;31713542;52363908;72617572;92828702;113939971;135193381;156626291;178075677;199982390;221956872;245568581;269283608;293834299;319036202;345049314;371911391;399820304;428706260;458980286;490466131;523473653;558272365;594706378;633086393;673729944;716743042;762065848;810091851;-1
-506,0.227s;-1,2.544s;-1,44428353;-1
-507,0s;0.006s,0.015s;0.046s,211399;426416
-508,0s;0.021s,0.013s;0.038s,209364;344443
-509,0s;0s;0.001s;0s;0.002s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.001s;0.002s;0.002s;0.001s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.003s;0.003s;0.002s;0.003s;0.002s;0.005s;0.004s,0.011s;0.022s;0.022s;0.025s;0.026s;0.029s;0.031s;0.034s;0.038s;0.04s;0.045s;0.047s;0.051s;0.056s;0.062s;0.065s;0.071s;0.076s;0.081s;0.085s;0.086s;0.097s;0.099s;0.114s;0.12s;0.12s;0.133s;0.144s;0.143s;0.149s;0.162s,211731;275016;309255;343494;377733;411972;446211;480450;514689;548928;583279;617630;651981;686332;720683;755034;789896;824688;859528;894410;929400;964286;998977;1033746;1068509;1103206;1138076;1172958;1208054;1243203;1278372
-510,0.35s;-1,3.976s;-1,65404362;-1
-511,0s;0.002s;0.003s;0.004s;0.008s;0.006s;0.007s;0.009s;0.01s;0.012s;0.019s;0.02s;0.022s;0.022s;0.021s;0.019s;0.023s;0.027s;0.033s;0.029s;0.027s;0.037s;0.031s;0.034s;0.043s;0.037s;0.046s;0.04s;0.041s;0.043s;0.047s,0.018s;0.06s;0.071s;0.088s;0.108s;0.117s;0.136s;0.15s;0.156s;0.177s;0.21s;0.233s;0.241s;0.274s;0.283s;0.301s;0.326s;0.368s;0.395s;0.391s;0.42s;0.438s;0.451s;0.5s;0.512s;0.546s;0.583s;0.623s;0.641s;0.651s;0.694s,226890;1092756;1579284;2067721;2557432;3055665;3552475;4051696;4550186;5047620;5546346;6078313;6625274;7130605;7635712;8163875;8734063;9245989;9757977;10267417;10778516;11288206;11820455;12378575;12918621;13431961;13947190;14461291;14975618;15489090;16002234
-512,0s;0.018s,0.011s;0.026s,212387;321141
-513,0.248s;-1,3.068s;-1,49738793;-1
-514,0s;0.001s;0.003s;0.003s;0.006s;0.005s;0.007s;0.007s;0.009s;0.01s;0.011s;0.012s;0.015s;0.016s;0.016s;0.017s;0.02s;0.021s;0.023s;0.023s;0.031s;0.029s;0.032s;0.037s;0.042s;0.04s;0.048s;0.046s;0.051s;0.056s;0.062s,0.019s;0.059s;0.074s;0.086s;0.106s;0.111s;0.128s;0.137s;0.154s;0.168s;0.194s;0.217s;0.23s;0.261s;0.269s;0.288s;0.331s;0.336s;0.359s;0.389s;0.412s;0.446s;0.475s;0.512s;0.549s;0.592s;0.637s;0.648s;0.677s;0.715s;0.832s,241718;968458;1396076;1828227;2261819;2701631;3149045;3600563;4054731;4515929;4983482;5458313;5943641;6436502;6941666;7460123;7995387;8547272;9152393;9791349;10453241;11140357;11854918;12599324;13376034;14176866;14991733;15846962;16745393;17689957;18684289
-515,0s;0.048s;0.08s;0.193s;0.423s;0.709s;0.907s;1.42s,0.018s;0.113s;0.164s;0.232s;0.29s;0.342s;0.414s;0.46s,258085;4035451;6256407;8501843;10795609;13095867;15443988;18065765
-516,0.002s;0.002s;0.004s;0.006s;0.008s;0.009s;0.124s;0.171s;0.224s;0.289s;0.357s;0.444s;0.553s;0.669s;0.809s;0.994s;1.321s;1.852s;2.499s;3.794s;6.43s;11.876s;25.695s;-1,0.017s;0.068s;0.092s;0.105s;0.135s;0.154s;0.186s;0.218s;0.253s;0.289s;0.33s;0.372s;0.429s;0.496s;0.543s;0.612s;0.66s;0.733s;0.841s;0.929s;1.027s;1.155s;1.273s;-1,244939;1632818;2437176;3250632;4078264;4923905;5781150;6668148;7646672;8614563;9636743;10724488;11896527;13242880;14652139;16203735;17928314;19866712;22028498;24460775;27203572;30297299;33788993;-1
-517,0.001s;0.022s;0.038s;0.054s;0.071s;0.089s;0.106s;0.123s;0.142s;0.157s;0.173s;0.193s;0.209s;0.229s;0.246s;0.265s;0.283s;0.299s;0.323s;0.336s;0.359s;0.376s;0.39s;0.451s;0.446s;0.455s;0.471s;0.498s;0.51s;0.523s;0.546s,0.022s;0.242s;0.403s;0.543s;0.689s;0.817s;0.972s;1.159s;1.4s;1.51s;1.719s;1.921s;2.123s;2.348s;2.587s;2.81s;3.068s;3.295s;3.607s;3.771s;4.15s;4.468s;4.556s;5.024s;5.278s;5.604s;5.887s;6.189s;6.549s;6.721s;7.443s,334571;12213113;19347345;26514104;33639530;41292940;48946349;56599867;64253386;71906905;79469542;86870971;94271613;101670763;109071328;116570686;124332440;131951845;139571578;147187313;154809596;162432805;170084894;177830008;185583394;193341466;201126690;208883851;216648290;224419696;232178169
-518,0s;0.022s;0.034s;0.048s;0.113s,0.012s;0.041s;0.05s;0.067s;0.079s,222644;667299;920097;1174263;1430139
-519,0.001s;0.128s;0.266s,0.015s;0.124s;0.188s,271808;4756075;7519020
-520,0.001s;0.033s;0.065s,0.026s;0.198s;0.313s,278054;9406011;14877980
-521,0.001s;0.003s;0.004s;0.007s;0.008s;0.011s;0.015s;0.017s;0.016s;0.019s;0.025s;0.023s;0.027s;0.029s;0.033s;0.035s;0.037s;0.042s;0.041s;0.048s;0.049s;0.055s;0.055s;0.06s;0.062s;0.066s;0.07s;0.073s;0.075s;0.078s;0.084s,0.019s;0.08s;0.102s;0.132s;0.16s;0.184s;0.206s;0.251s;0.273s;0.3s;0.404s;0.386s;0.42s;0.466s;0.521s;0.557s;0.607s;0.656s;0.718s;0.79s;0.819s;0.858s;0.928s;1.012s;1.082s;1.124s;1.204s;1.26s;1.316s;1.369s;1.503s,244908;1796156;2705853;3627957;4556835;5487685;6421233;7357977;8297119;9243636;10241194;11316732;12327031;13321672;14328233;15349210;16384655;17438499;18559170;19722255;20908349;22119599;23358315;24626792;25927591;27263238;28636420;30049938;31486689;32944125;34450776
-522,0.215s;-1,2.103s;-1,37282443;-1
-523,0s;0.082s,0.014s;0.05s,224968;902268
-524,0.001s;0.063s,0.019s;0.033s,219508;504345
-525,0s;0s;0.001s;0.001s;0.001s;0.002s;0.003s;0.004s;0.003s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.006s;0.005s;0.007s;0.007s;0.008s;0.008s;0.008s;0.008s;0.01s;0.01s;0.015s;0.013s;0.013s;0.019s;0.017s;0.017s,0.016s;0.048s;0.043s;0.046s;0.053s;0.056s;0.061s;0.071s;0.082s;0.085s;0.095s;0.102s;0.11s;0.114s;0.134s;0.141s;0.152s;0.16s;0.179s;0.182s;0.197s;0.211s;0.225s;0.243s;0.26s;0.279s;0.294s;0.304s;0.331s;0.343s;0.369s,219658;431654;550704;670314;790724;912222;1035144;1160620;1290488;1422445;1557812;1697448;1843664;1995317;2153375;2318587;2492011;2673848;2866378;3069313;3285072;3513577;3756349;4014481;4289467;4582790;4897048;5231887;5588822;5970027;6377155
-526,0s;0s;0.001s;0s;0s;0.001s;0s;0s;0.001s;0s;0s;0.001s;0s;0s;0s;0s;0s;0s;0.001s;0s;0.001s;0.001s;0s;0s;0s;0s;0s;0.001s;0.001s;0.001s;0.001s,0.01s;0.017s;0.017s;0.019s;0.019s;0.018s;0.02s;0.021s;0.023s;0.025s;0.026s;0.026s;0.03s;0.037s;0.031s;0.033s;0.033s;0.035s;0.037s;0.038s;0.04s;0.044s;0.047s;0.046s;0.049s;0.05s;0.051s;0.053s;0.058s;0.059s;0.062s,209308;216396;220527;224658;228789;232920;237051;241182;245313;249444;253606;257768;261930;266092;270254;274416;278578;282740;286902;291064;295226;299388;303550;307712;311874;316036;320198;324360;328522;332684;336846
-527,0.001s;0.014s;0.029s;0.044s;3.986s;5.807s;8.573s;1.399s;1.61s;1.749s;2.321s;2.505s;2.538s;2.935s;3.204s;3.612s;4.048s;5.317s;4.457s;4.941s;4.973s;6.16s;5.547s;6.172s;6.582s;7.193s;7.606s;8.262s;9.189s;9.662s;9.958s,0.023s;0.236s;0.398s;0.565s;0.712s;0.871s;1.075s;1.255s;1.441s;1.714s;1.878s;2.122s;2.338s;2.621s;2.837s;3.157s;3.431s;3.774s;4.009s;4.382s;4.689s;5.09s;5.335s;5.945s;6.233s;6.748s;7.174s;7.655s;8.068s;8.706s;9.498s,336636;9335219;15333975;21305868;27694471;34249565;40466699;46713330;53007829;59368921;66049725;72851434;79764429;86807656;94001699;101368918;108884568;116571907;125251837;133609719;142488779;151579496;161241965;171359005;182016171;193205293;205037647;217557385;230901538;244965939;259851778
-528,0.207s;-1,2.321s;-1,40897212;-1
-529,0.001s;4.008s;7.619s;13.361s;2.347s,0.022s;0.521s;0.916s;1.319s;1.749s,410852;28362527;47231231;66432209;84940489
-530,0.001s;0.099s;2.362s;3.873s;5.116s;6.978s;10.297s;11.523s;15.082s;15.736s;-1,0.026s;0.948s;1.738s;2.72s;3.653s;4.427s;5.312s;6.202s;7.097s;7.967s;-1,494764;70059248;113825251;157256849;200653981;244062014;287725175;331321199;375332405;419502136;-1
-531,0.172s;-1,1.95s;-1,33793301;-1
-532,0.001s;0.004s,0.011s;0.03s,211734;309904
-533,0s;0.046s;0.086s,0.017s;0.098s;0.156s,310898;3068025;4730221
-534,0s;0s;0.001s;0.001s;0s;0.002s;0.001s;0s;0s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0s;0s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s,0.011s;0.027s;0.018s;0.031s;0.021s;0.032s;0.025s;0.026s;0.027s;0.029s;0.03s;0.032s;0.033s;0.034s;0.038s;0.038s;0.04s;0.098s;0.047s;0.048s;0.051s;0.052s;0.056s;0.058s;0.064s;0.064s;0.066s;0.07s;0.075s;0.077s;0.077s,207523;219724;226726;233728;240730;247732;254734;261736;268738;275740;282787;289834;296881;303928;310975;318022;325069;332116;339163;346210;353257;360304;367351;374398;381445;388492;395539;402586;409633;416680;423727
-535,0s;0.021s;0.034s;0.047s;0.069s;0.093s;0.116s;0.283s,0.012s;0.042s;0.051s;0.066s;0.075s;0.088s;0.1s;0.119s,220168;670272;934114;1210916;1507158;1846492;2217165;2638695
-536,0s;0.083s,0.014s;0.049s,229389;1023709
-537,0.283s;-1,3.246s;-1,56932260;-1
-538,0.001s;0.002s;0.003s;0.006s;0.005s;0.007s;0.009s;0.009s;0.011s;0.013s;0.013s;0.018s;0.017s;0.018s;0.021s;0.021s;0.025s;0.026s;0.028s;0.029s;0.03s;0.035s;0.038s;0.037s;0.042s;0.044s;0.047s;0.049s;0.053s;0.055s;0.058s,0.014s;0.048s;0.063s;0.085s;0.093s;0.127s;0.123s;0.141s;0.16s;0.179s;0.202s;0.234s;0.253s;0.288s;0.298s;0.325s;0.359s;0.379s;0.402s;0.432s;0.481s;0.495s;0.529s;0.569s;0.601s;0.639s;0.675s;0.722s;0.751s;0.791s;0.848s,233865;1086170;1598436;2115240;2634436;3162953;3692197;4222067;4757406;5294798;5837947;6381475;6929220;7482501;8042167;8610332;9186955;9771319;10364840;10993396;11661641;12343147;13039075;13750674;14479245;15226133;15992780;16780576;17588387;18388397;19214094
-539,0s;0.004s;0.006s;0.009s;0.013s;0.016s;0.021s;0.025s;0.027s;0.033s;0.041s;0.045s;0.052s;0.052s;0.058s;0.062s;0.065s;0.07s;0.078s;0.08s;0.086s;0.089s;0.09s;0.094s;0.099s;0.105s;0.111s;0.116s;0.121s;0.124s;0.129s,0.018s;0.093s;0.129s;0.168s;0.204s;0.242s;0.279s;0.323s;0.374s;0.416s;0.474s;0.552s;0.612s;0.66s;0.723s;0.784s;0.858s;0.94s;0.985s;1.074s;1.179s;1.269s;1.363s;1.409s;1.474s;1.594s;1.785s;1.805s;1.857s;2.005s;2.079s,258030;2358905;3653639;4972422;6292832;7621725;8959406;10287631;11607382;13028160;14440267;15778437;17119754;18461867;19801085;21139640;22549795;23979137;25408545;26837949;28267346;29696757;31126142;32555565;33984936;35414373;36843730;38267155;39643487;41019820;42396214
-540,0s;0.054s,0.012s;0.032s,219068;501691
-541,0s;0.004s;0.005s;0.008s;0.01s;0.012s;0.014s;0.019s;0.022s;0.023s;0.032s;0.032s;0.032s;0.035s;0.04s;0.042s;0.046s;0.049s;0.052s;0.058s;0.06s;0.064s;0.065s;0.07s;0.076s;0.088s;0.08s;0.086s;0.093s;0.093s;0.099s,0.016s;0.064s;0.092s;0.126s;0.151s;0.176s;0.201s;0.228s;0.264s;0.293s;0.351s;0.382s;0.426s;0.46s;0.499s;0.546s;0.596s;0.631s;0.692s;0.75s;0.786s;0.84s;0.896s;0.968s;1.012s;1.191s;1.194s;1.19s;1.282s;1.35s;1.418s,279078;1875817;2863098;3863572;4875936;5892391;6912702;7933877;8951092;9970483;10996003;12024722;13057137;14095116;15138831;16190612;17251285;18319352;19420269;20582325;21756381;22943705;24145499;25362864;26597319;27849932;29122361;30415961;31732239;33072788;34439127
-542,0s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.005s;0.005s;0.006s;0.006s;0.008s;0.007s;0.008s;0.008s;0.008s;0.011s;0.01s;0.009s;0.012s;0.012s;0.015s;0.013s;0.015s;0.017s;0.017s;0.02s,0.013s;0.033s;0.043s;0.049s;0.054s;0.064s;0.077s;0.088s;0.093s;0.107s;0.125s;0.135s;0.145s;0.164s;0.178s;0.203s;0.214s;0.231s;0.251s;0.266s;0.299s;0.312s;0.327s;0.363s;0.385s;0.403s;0.428s;0.457s;0.481s;0.517s;0.538s,222665;509031;663974;820164;977898;1137473;1299702;1468064;1637408;1810252;1986618;2167788;2353492;2544276;2739986;2940943;3147465;3359940;3578144;3803614;4034972;4274375;4520796;4775155;5037264;5307852;5587264;5881735;6187754;6496584;6815034
-543,0s;0.01s;0.019s;0.028s;0.037s;0.048s;0.058s;0.071s;0.078s;0.086s;0.095s;0.104s;0.12s;0.124s;0.146s;0.155s;0.163s;0.169s;0.181s;0.191s;0.203s;0.221s;0.234s;0.244s;0.265s;0.275s;0.297s;0.318s;0.347s;0.355s;0.376s,0.016s;0.14s;0.224s;0.308s;0.382s;0.472s;0.567s;0.645s;0.738s;0.893s;0.972s;1.054s;1.183s;1.311s;1.441s;1.576s;1.737s;1.844s;1.971s;2.118s;2.354s;2.545s;2.716s;2.895s;3.176s;3.336s;3.494s;3.771s;4.016s;4.419s;4.532s,312705;5980953;9534954;13090478;16654407;20223648;23802853;27620210;31525293;35453271;39410468;43400163;47427846;51499291;55620563;59798550;63987678;68174212;72439429;76792378;81240254;85794708;90462703;95318701;100365909;105548036;110884982;117431679;123264506;129307301;135573736
-544,0.001s;0.086s,0.015s;0.056s,222773;1036308
-545,0s;0.004s,0.011s;0.019s,208311;225173
-546,0s;0.011s;0.014s;0.022s;0.028s;0.036s;0.048s;0.053s;0.06s;0.069s;0.072s;0.082s;0.092s;0.099s;0.106s;0.112s;0.123s;0.131s;0.138s;0.146s;0.155s;0.162s;0.17s;0.184s;0.199s;0.195s;0.205s;0.211s;0.222s;0.231s;0.242s,0.023s;0.128s;0.181s;0.243s;0.295s;0.376s;0.423s;0.475s;0.539s;0.626s;0.681s;0.749s;0.838s;0.95s;1.013s;1.094s;1.205s;1.299s;1.407s;1.503s;1.602s;1.696s;1.834s;2.015s;2.14s;2.237s;2.384s;2.518s;2.602s;2.821s;2.908s,248596;4328304;6811116;9295299;11785312;14263577;16998031;19765202;22532855;25117226;27691720;30267517;32842049;35467790;38160112;40749974;43338449;45924066;48515448;51100909;53686389;56272591;58858122;61532172;64216466;66900757;69585076;72338242;75031905;77730011;80423799
-547,0s;0.001s;0s;0s;0s;0s;0.001s;0s;0.002s;0s;0.001s;0s;0s;0.001s;0s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0s;0s;0.001s;0s;0.001s,0.01s;0.017s;0.019s;0.016s;0.017s;0.021s;0.019s;0.023s;0.023s;0.023s;0.023s;0.025s;0.026s;0.028s;0.03s;0.03s;0.032s;0.034s;0.04s;0.037s;0.04s;0.041s;0.042s;0.043s;0.047s;0.048s;0.05s;0.053s;0.053s;0.055s;0.057s,209167;216219;220324;224429;228534;232639;236744;240849;244954;249059;253195;257331;261467;265603;269739;273875;278011;282147;286283;290419;294555;298691;302827;306963;311099;315235;319371;323507;327643;331779;335915
-548,0s;0.021s;0.038s;0.054s;0.082s;0.096s;0.114s;0.129s;0.145s;0.164s;0.184s;0.2s;0.218s;0.252s;0.255s;0.274s;0.29s;0.312s;0.327s;0.347s;0.371s;0.384s;0.409s;0.422s;0.44s;0.462s;0.479s;0.504s;0.523s;0.554s;0.591s,0.02s;0.245s;0.407s;0.573s;0.729s;0.894s;1.092s;1.231s;1.392s;1.608s;1.819s;2.077s;2.373s;2.535s;2.722s;2.983s;3.269s;3.51s;3.768s;4.074s;4.347s;4.674s;5.02s;5.24s;5.517s;5.915s;6.302s;6.559s;6.863s;7.359s;8.194s,322225;12584996;20513011;28119619;35930235;44100348;51946446;59696018;67458563;75211534;82964804;90864312;98896484;106928723;114961203;123137454;131191668;139287272;147343671;155402482;163494753;171672541;179865117;188070431;196297188;204491963;212765928;220851256;229262276;237372818;245476277
-549,0s;0.002s;0s;0.002s;0.001s;0s;0s;0.001s;0s;0s;0s;0s;0s;0.001s;0s;0s;0.001s;0.001s;0s;0.001s;0s;0.001s;0s;0s;0.001s;0.001s;0s;0s;0.001s;0.001s;0.002s,0.01s;0.016s;0.018s;0.017s;0.017s;0.019s;0.02s;0.025s;0.022s;0.024s;0.024s;0.026s;0.028s;0.031s;0.029s;0.032s;0.032s;0.034s;0.038s;0.037s;0.039s;0.04s;0.046s;0.045s;0.046s;0.048s;0.051s;0.052s;0.063s;0.055s;0.057s,205664;212752;216883;221014;225145;229276;233407;237538;241669;245800;249962;254124;258286;262448;266610;270772;274934;279096;283258;287420;291582;295744;299906;304068;308230;312392;316554;320716;324878;329040;333202
-550,0.001s;0.002s;0.004s;0.141s;0.216s;0.299s;0.426s,0.012s;0.049s;0.066s;0.087s;0.103s;0.119s;0.139s,232711;1158038;1724571;2297136;2876981;3466244;4057395
-551,0.001s;0.039s;0.067s;0.102s;0.132s;0.166s;0.194s;0.224s;0.255s;0.283s;0.322s;0.342s;0.38s;0.416s;0.444s;0.482s;0.514s;0.559s;0.592s;0.626s;0.66s;0.707s;0.75s;0.798s;0.865s;0.891s;0.945s;0.972s;1.021s;1.073s;1.116s,0.024s;0.378s;0.638s;0.943s;1.24s;1.54s;1.855s;2.145s;2.384s;2.733s;2.958s;3.284s;3.628s;4.048s;4.407s;4.803s;5.219s;5.679s;6.113s;6.595s;7.07s;7.511s;8.107s;8.833s;9.362s;9.884s;10.567s;10.873s;11.648s;14.199s;12.887s,394364;21101657;33930414;47699484;61425208;75058071;88303728;101577430;114960459;128306130;141833271;155722233;169785566;183885808;197975055;212242927;226764796;241432573;256227879;271179551;286282015;301550897;317020257;332665444;348559647;364653546;381041800;397653846;414571183;431733201;449151925
-552,0s;0.01s,0.01s;0.017s,204712;216358
-553,0s;0.002s;0.005s;0.006s;0.008s;0.01s;0.012s;0.014s;0.016s;0.019s;0.022s;0.028s;0.032s;0.039s;0.043s;0.056s;0.06s;0.07s;0.081s;0.092s;0.105s;0.12s;0.135s;0.153s;0.173s;0.193s;0.216s;0.245s;0.277s;0.305s;0.344s,0.018s;0.07s;0.105s;0.118s;0.145s;0.168s;0.196s;0.22s;0.26s;0.301s;0.344s;0.398s;0.445s;0.505s;0.567s;0.637s;0.702s;0.79s;0.881s;0.968s;1.075s;1.174s;1.299s;1.413s;1.567s;1.717s;1.897s;2.091s;2.254s;2.511s;2.733s,245168;1576328;2349895;3138686;3959966;4811861;5698339;6632147;7626925;8700535;9861149;11164446;12644167;14261757;16012706;17887153;19960045;22257387;24801807;27618122;30735534;34181208;38007153;42254256;46910370;51981742;57541816;63625930;70271234;77516467;85402588
-554,0.237s;-1,2.782s;-1,48588969;-1
-555,0.001s;0.006s;0.004s;0.005s;0.006s;0.008s;0.008s;0.011s;0.012s;0.015s;0.016s;0.019s;0.019s;0.021s;0.024s;0.025s;0.026s;0.03s;0.033s;0.034s;0.038s;0.038s;0.04s;0.042s;0.047s;0.049s;0.049s;0.051s;0.053s;0.055s;0.058s,0.017s;0.078s;0.134s;0.145s;0.113s;0.133s;0.151s;0.177s;0.205s;0.226s;0.258s;0.291s;0.309s;0.334s;0.377s;0.401s;0.438s;0.469s;0.507s;0.555s;0.585s;0.623s;0.654s;0.707s;0.777s;0.792s;0.838s;0.879s;0.911s;0.966s;0.999s,230174;1252811;1867295;2485241;3110212;3740894;4371946;5003353;5634224;6265583;6924329;7560887;8193115;8824624;9456988;10088189;10753023;11399233;12034383;12670818;13306018;13940495;14575035;15209101;15887328;16570057;17252772;17935512;18618257;19301024;19983752
-556,0s;0.012s,0.009s;0.018s,206734;219964
-557,0.001s;0.017s;0.031s;0.046s;0.062s;0.077s;0.091s;0.106s;0.124s;0.141s;0.154s;0.169s;0.185s;0.202s;0.216s;0.234s;0.246s;0.265s;0.276s;0.301s;0.313s;0.327s;0.339s;0.361s;0.379s;0.392s;0.409s;0.434s;0.451s;0.465s;0.48s,0.016s;0.207s;0.352s;0.476s;0.647s;0.773s;0.973s;1.05s;1.225s;1.401s;1.584s;1.785s;1.967s;2.155s;2.384s;2.613s;2.81s;3.028s;3.281s;3.502s;3.778s;4.027s;4.253s;4.55s;4.814s;5.017s;5.258s;5.529s;5.953s;6.33s;6.54s,319899;10694824;17054729;23421778;30180373;37136865;44095229;51005788;57637214;64268453;70908640;77541486;84323568;91192761;98062092;104931423;111800754;118680800;125561198;132628402;139516621;146409079;153301019;160244327;167260575;174294407;181207014;188140168;195053811;201980503;208905635
-558,0.002s;0.163s;4.516s;7.27s;10.489s;14.341s;-1,0.055s;1.602s;2.89s;4.223s;6.149s;7.833s;-1,686301;107121283;173161563;239928880;307319793;375076360;-1
-559,0.277s;-1,3.329s;-1,58536917;-1
-560,0s;0.069s,0.013s;0.035s,222133;515040
-561,0.001s;0.023s,0.015s;0.055s,230869;1037288
-562,0.001s;2.951s;5.338s,0.025s;0.59s;1.023s,410261;37222235;59260075
-563,0s;0.001s;0.001s;0.015s;0.021s,0.012s;0.034s;0.036s;0.037s;0.044s,217111;428251;555381;683364;812555
-564,0s;0.059s;0.095s;0.183s;0.321s;0.483s,0.018s;0.091s;0.137s;0.176s;0.215s;0.257s,254004;2764067;4253369;5763135;7280916;8804095
-565,0s;0.001s;0.001s;0.01s;0.016s;0.072s,0.014s;0.037s;0.041s;0.047s;0.052s;0.061s,221081;532537;704611;877530;1051649;1227394
-566,0.001s;0.024s,0.017s;0.05s,228700;416860
-567,0.001s;0.057s;0.116s;0.211s;0.418s;0.673s;0.904s;1.234s,0.021s;0.129s;0.191s;0.247s;0.308s;0.376s;0.438s;0.592s,284546;4567189;7168835;9782130;12406879;15067258;18043459;21047765
-568,0s;0.006s;0.009s;0.013s;0.023s;0.023s;0.028s;0.033s;0.037s;0.042s;0.048s;0.051s;0.056s;0.061s;0.064s;0.07s;0.075s;0.079s;0.086s;0.09s;0.094s;0.098s;0.105s;0.11s;0.114s;0.119s;0.124s;0.129s;0.14s;0.142s;0.147s,0.021s;0.101s;0.144s;0.186s;0.223s;0.273s;0.302s;0.348s;0.391s;0.442s;0.501s;0.536s;0.603s;0.666s;0.723s;0.8s;0.905s;0.932s;1.035s;1.063s;1.194s;1.243s;1.342s;1.402s;1.501s;1.641s;1.648s;1.754s;1.904s;1.95s;2.056s,245062;3334196;5158550;7008818;8850048;10695644;12710082;14689387;16578181;18464570;20355604;22288026;24334111;26385769;28436788;30391500;32353643;34322986;36300983;38289350;40357978;42465470;44587383;46724965;48879516;51052388;53244985;55458763;57695230;59955946;62206994
-569,0s;0.005s;0.008s,0.012s;0.033s;0.036s,214058;394942;499651
-570,0.216s;-1,2.377s;-1,40980067;-1
-572,0s;0.178s;0.257s;0.465s;0.965s;1.479s;2.085s;2.848s,0.019s;0.159s;0.322s;0.334s;0.447s;0.532s;0.607s;0.717s,270022;6625741;10474186;14333394;18565506;22512071;26475865;30693683
-573,0s;0.003s;0.004s;0.005s;0.008s;0.01s;0.013s;0.013s;0.014s;0.017s;0.018s;0.022s;0.023s;0.026s;0.028s;0.093s;0.033s;0.034s;0.036s;0.037s;0.042s;0.043s;0.045s;0.048s;0.051s;0.054s;0.055s;0.056s;0.059s;0.063s;0.068s,0.014s;0.112s;0.082s;0.096s;0.121s;0.141s;0.166s;0.18s;0.2s;0.233s;0.255s;0.297s;0.339s;0.368s;0.407s;0.441s;0.486s;0.502s;0.557s;0.574s;0.686s;0.635s;0.683s;0.714s;0.761s;0.828s;0.831s;0.893s;0.921s;0.978s;1.067s,262474;1491773;2228871;2968375;3718169;4473272;5232192;5985345;6744403;7498580;8251082;9003575;9755977;10507814;11259661;12011539;12763441;13518197;14270578;15022876;15810708;16622858;17435151;18247314;19059598;19871769;20684029;21496226;22308460;23120669;23932885
-574,0s;0.001s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.002s;0.003s;0.002s;0.003s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.005s;0.005s;0.005s;0.006s;0.006s;0.006s;0.007s;0.006s;0.007s;0.006s,0.016s;0.037s;0.041s;0.046s;0.048s;0.051s;0.058s;0.061s;0.07s;0.075s;0.08s;0.088s;0.096s;0.105s;0.116s;0.133s;0.128s;0.134s;0.144s;0.153s;0.165s;0.173s;0.19s;0.195s;0.209s;0.217s;0.24s;0.241s;0.257s;0.271s;0.284s,209934;365248;451884;538520;625156;711792;798428;885064;971700;1059264;1146855;1234666;1322485;1410229;1499031;1588081;1677343;1766672;1855883;1945222;2034538;2123479;2212892;2301583;2390808;2479836;2569921;2659157;2748144;2836980;2925953
