index,t_solve_list,t_ground_list,ground_file_bytes_list
-195,0s;0.003s;0.004s;0.006s;0.007s;0.009s;0.011s;0.011s;0.014s;0.014s;0.017s;0.018s;0.022s;0.021s;0.025s;0.026s;0.028s;0.03s;0.031s;0.034s;0.037s;0.04s;0.041s;0.042s;0.048s;0.047s;0.049s;0.052s;0.055s;0.055s;0.058s,0.015s;0.064s;0.084s;0.112s;0.13s;0.153s;0.184s;0.21s;0.244s;0.276s;0.309s;0.338s;0.373s;0.409s;0.463s;0.499s;0.535s;0.597s;0.622s;0.715s;0.719s;0.779s;0.825s;0.888s;0.948s;1.013s;1.052s;1.129s;1.215s;1.281s;1.297s,265064;1617621;2380978;3148026;3924130;4699018;5476971;6253706;7034817;7817570;8599516;9464941;10346896;11230890;12117139;12943265;13763670;14587066;15413035;16241461;17072976;17909688;18747898;19617584;20510814;21407829;22308821;23213886;24123216;25036907;25921920
-197,0s;0.001s;0.001s;0.01s,0.01s;0.037s;0.032s;0.038s,234766;406410;504595;603260
-198,0.001s;0.02s;0.038s;0.055s;0.084s;0.11s;0.11s;0.129s;0.15s;0.166s;0.188s;0.203s;0.223s;0.241s;0.259s;0.28s;0.298s;0.316s;0.341s;0.365s;0.374s;0.397s;0.413s;0.428s;0.452s;0.471s;0.494s;0.51s;0.529s;0.553s;0.571s,0.022s;0.246s;0.409s;0.572s;0.766s;1.263s;1.104s;1.278s;1.446s;1.655s;1.842s;2.058s;2.265s;2.491s;2.728s;2.995s;3.26s;3.471s;3.788s;4.79s;4.22s;4.643s;4.827s;5.064s;5.354s;5.579s;5.911s;6.212s;6.564s;6.825s;7.204s,401474;11755837;19123202;26335180;33825110;41501945;49180639;56859543;64538126;72216827;79880307;87378149;94871012;102364073;109855883;117347104;124952834;132688761;140250355;148051789;155723787;163394774;171200752;179064878;186932009;194800325;202689465;210547919;218449743;226316875;234188132
-199,0.001s;0.011s;0.02s;0.031s;0.042s;0.052s;0.063s;0.073s;0.085s;0.097s;0.105s;0.117s;0.127s;0.14s;0.15s;0.164s;0.173s;0.182s;0.195s;0.208s;0.214s;0.232s;0.239s;0.254s;0.264s;0.283s;0.288s;0.3s;0.319s;0.324s;0.338s,0.022s;0.176s;0.278s;0.373s;0.476s;0.569s;0.675s;0.778s;0.872s;1.002s;1.136s;1.275s;1.409s;1.533s;1.676s;1.847s;1.966s;2.138s;2.292s;2.533s;2.606s;2.793s;2.921s;3.194s;3.34s;3.547s;3.668s;3.881s;4.07s;4.253s;4.493s,384544;6797689;10798223;14894982;18916268;22947129;27197329;31514294;35752985;39895338;44017345;48144073;52406080;56714084;61028325;65349793;69679277;74017718;78366113;82725428;87096902;91481460;95918896;100342296;104783858;109337740;113829037;118346898;122890261;127458424;132053033
-200,0s;0.012s;0.016s;0.02s;0.029s,0.009s;0.029s;0.031s;0.034s;0.04s,235507;467909;592126;716951;842536
-201,0.001s;0.018s;0.035s;0.049s;0.068s;0.084s;7.437s;1.318s;1.696s;2.01s;2.344s;4.458s;4.394s;5.202s;7.269s;7.255s;12.687s,0.02s;0.245s;0.408s;0.576s;0.746s;0.91s;1.116s;1.291s;1.445s;1.649s;1.877s;2.04s;2.294s;2.567s;2.83s;2.979s;3.271s,349872;12406036;20229140;28014597;36226820;44178291;51994760;59819625;67648710;75524381;83645349;91783652;99942014;108123505;116331489;124685731;132977069
-202,0s;0.002s;0.002s;0.058s;0.127s;0.175s;0.232s;0.32s,0.015s;0.055s;0.064s;0.078s;0.094s;0.111s;0.126s;0.142s,254980;1011859;1469235;1931909;2400728;2874647;3351388;3838281
-203,0s;0.002s;0.001s;0.002s;0.003s;0.002s;0.002s;0.003s;0.003s;0.004s;0.004s;0.005s;0.006s;0.006s;0.006s;0.008s;0.009s;0.01s;0.011s;0.013s;0.015s;0.016s;0.019s;0.021s;0.024s;0.027s;0.033s;0.037s;0.043s;0.046s;0.052s,0.012s;0.031s;0.037s;0.042s;0.046s;0.052s;0.058s;0.064s;0.077s;0.084s;0.093s;0.103s;0.117s;0.127s;0.14s;0.162s;0.169s;0.185s;0.204s;0.227s;0.248s;0.27s;0.286s;0.316s;0.345s;0.379s;0.399s;0.44s;0.477s;0.512s;0.55s,240857;472459;607717;744954;885130;1029435;1180873;1344104;1513747;1695711;1892542;2105346;2338392;2592239;2870459;3178727;3519029;3894228;4308819;4767604;5274284;5833302;6449337;7127801;7873963;8694162;9592455;10575325;11648445;12818212;14091218
-204,0.027s;2.242s;3.718s;12.69s;-1,0.339s;1.205s;1.965s;2.684s;-1,5990634;28979349;47800503;66904041;-1
-205,0s;0.006s;0.01s;0.016s;0.019s;0.025s;0.03s;0.036s;0.04s;0.047s;0.055s;0.058s;0.065s;0.068s;0.074s;0.08s;0.084s;0.091s;0.095s;0.108s;0.108s;0.114s;0.12s;0.125s;0.131s;0.143s;0.142s;0.152s;0.152s;0.157s;0.163s,0.019s;0.101s;0.152s;0.218s;0.257s;0.31s;0.372s;0.413s;0.476s;0.54s;0.62s;0.679s;0.755s;0.826s;0.888s;0.968s;1.044s;1.13s;1.207s;1.288s;1.375s;1.446s;1.545s;1.644s;1.734s;1.851s;1.913s;2.014s;2.111s;2.223s;2.342s,368398;3398431;5326346;7264360;9205891;11136735;13194928;15211130;17172842;19129849;21087971;23046414;25035529;27101920;29168200;31234591;33300958;35367343;37433718;39500095;41566475;43632847;45699231;47765599;49831987;51898351;53964743;56031097;58097499;60163844;62230255
-206,0s;0.009s;0.014s;0.018s;0.023s;0.068s,0.01s;0.026s;0.029s;0.032s;0.036s;0.038s,233868;396436;488487;581146;674565;768896
-207,0.001s;0.03s;0.046s;0.069s,0.013s;0.052s;0.062s;0.075s,251327;873953;1223641;1576225
-208,0s;0.005s;0.01s;0.016s;0.209s;0.537s,0.021s;0.111s;0.168s;0.217s;0.267s;0.321s,276610;3724417;5805774;7940121;10034414;12125320
-209,0.001s;0.001s;0.001s;0.002s;0.003s;0.002s;0.003s;0.003s;0.004s;0.003s;0.005s;0.006s;0.006s;0.006s;0.007s;0.007s;0.007s;0.008s;0.009s;0.009s;0.009s;0.01s;0.01s;0.01s;0.011s;0.012s;0.012s;0.013s;0.013s;0.013s;0.013s,0.014s;0.04s;0.043s;0.055s;0.057s;0.067s;0.069s;0.077s;0.083s;0.095s;0.104s;0.114s;0.126s;0.137s;0.146s;0.158s;0.176s;0.184s;0.207s;0.213s;0.229s;0.246s;0.263s;0.276s;0.291s;0.306s;0.33s;0.339s;0.374s;0.377s;0.393s,239088;560675;742203;923731;1105259;1288722;1471910;1655207;1839716;2025066;2210310;2397808;2584300;2771525;2957609;3144240;3330071;3516603;3703140;3888689;4074046;4259615;4445035;4630609;4816754;5002891;5188575;5374116;5559607;5745022;5936852
-210,0s;0.01s;0.018s;0.189s,0.022s;0.147s;0.228s;0.304s,278839;5630580;8972892;12364488
-211,0s;0.055s;0.103s;0.155s;0.205s;0.257s;0.313s;0.363s;0.406s;0.461s;0.521s;0.558s;0.612s;0.655s;0.71s;0.759s;0.809s;0.851s;0.897s;0.95s;0.996s;1.044s;1.09s;1.162s;1.195s;1.244s;1.287s;1.336s;1.378s;1.426s;1.458s,0.024s;0.412s;0.734s;1.044s;1.375s;1.667s;1.94s;2.187s;2.411s;2.718s;3.061s;3.394s;3.717s;4.018s;4.506s;4.789s;5.145s;5.481s;6.121s;6.471s;6.852s;7.318s;7.644s;8.311s;8.951s;9.486s;10.396s;10.322s;10.774s;11.401s;11.893s,346455;22171246;35976472;50614764;64653343;78671642;92696384;107093197;121551041;136009060;150537677;165024384;179526799;194557602;209577765;224561152;239517550;254473663;269521431;284493521;299377981;314718969;329851970;345201659;360240469;375287569;390584329;405955492;420919108;435931448;451049779
-212,0.001s;0.003s;0.007s;0.01s;0.849s;0.989s;1.335s,0.016s;0.085s;0.116s;0.153s;0.194s;0.235s;0.278s,283288;2757365;4268331;5795141;7328878;8868626;10407740
-213,0.001s;0.001s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.004s;0.005s;0.005s;0.006s;0.006s;0.007s;0.008s;0.008s;0.008s;0.009s;0.01s;0.01s;0.01s;0.01s;0.011s;0.011s;0.014s;0.014s;0.014s;0.013s;0.015s;0.015s;0.015s,0.011s;0.031s;0.038s;0.047s;0.051s;0.058s;0.07s;0.081s;0.09s;0.1s;0.11s;0.124s;0.134s;0.153s;0.167s;0.175s;0.189s;0.202s;0.223s;0.253s;0.266s;0.266s;0.291s;0.3s;0.321s;0.341s;0.351s;0.375s;0.397s;0.418s;0.442s,237697;581784;783934;986084;1189329;1393291;1597498;1803183;2010892;2216935;2423073;2631776;2840986;3048799;3257128;3464494;3671582;3879565;4087003;4294587;4501966;4708908;4915613;5122318;5329023;5535728;5742433;5949138;6155842;6362546;6569473
-214,0.001s;0.05s;0.101s;0.148s;0.201s;0.25s;0.304s;0.351s;0.411s;0.452s;0.503s;0.562s;0.62s;0.662s;0.717s;0.77s;0.829s;0.879s;0.934s;0.985s;1.047s;1.102s;1.148s;1.205s;1.269s;1.321s;1.378s;1.43s;1.487s;1.555s;1.601s,0.022s;0.552s;1.013s;1.498s;1.942s;2.472s;2.902s;3.309s;3.762s;4.269s;4.847s;5.405s;5.885s;6.463s;6.996s;7.406s;8.034s;8.698s;9.324s;9.964s;10.51s;11.289s;12.206s;12.631s;13.422s;14.488s;15.269s;15.932s;16.643s;17.666s;18.361s,398052;26590278;44051135;61845714;80005287;98165492;116326071;134486385;152646865;171004376;189212190;207507107;226250107;244961357;263664292;282441796;301225533;319964390;338716678;357493489;376216963;394981446;413670076;432334311;450986819;469565321;488249876;507005489;525553013;544358126;562946259
-215,0.021s;0.034s;0.044s;0.054s;0.065s;0.075s;0.082s;0.091s;0.1s;0.11s;0.122s;0.13s;0.141s;0.148s;0.16s;0.17s;0.176s;0.187s;0.2s;0.207s;0.218s;0.23s;0.236s;0.249s;0.257s;0.271s;0.276s;0.288s;0.297s;0.308s;0.315s,0.287s;0.618s;0.811s;1.022s;1.278s;1.481s;1.858s;2.044s;2.417s;2.707s;2.954s;3.272s;3.582s;3.986s;4.289s;4.654s;4.977s;5.421s;5.888s;6.193s;6.603s;7.049s;7.557s;8.057s;8.674s;8.863s;9.695s;10.152s;10.588s;11.696s;13.082s,5121272;15108755;20489503;25868817;31231574;36776577;42376401;47976315;53576229;59176143;64779894;70383645;75987396;81591147;87231642;92846234;98462506;104082012;109699814;115379012;121018843;126665058;132315235;137999209;143655293;149310503;154986924;160650513;166305819;171977917;177645713
-216,0.001s;0.003s;0.001s;0.044s,0.01s;0.034s;0.042s;0.049s,242031;679256;936922;1196028
-217,0.001s;0.001s;0.001s;0.001s;0.002s;0.001s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.004s;0.004s;0.005s;0.005s;0.004s;0.004s;0.006s;0.006s;0.006s;0.006s;0.007s;0.006s;0.007s;0.007s;0.007s;0.007s,0.012s;0.034s;0.035s;0.041s;0.046s;0.046s;0.051s;0.057s;0.061s;0.067s;0.072s;0.081s;0.089s;0.093s;0.101s;0.111s;0.116s;0.124s;0.138s;0.141s;0.149s;0.157s;0.165s;0.177s;0.184s;0.194s;0.207s;0.214s;0.226s;0.236s;0.254s,242661;419239;518419;617599;716779;815959;915139;1014489;1115380;1215580;1316060;1416490;1517729;1619407;1721325;1822754;1924114;2026246;2129014;2230798;2332899;2434426;2536109;2637708;2739949;2841820;2943793;3045492;3146965;3248282;3349598
-218,0.001s;0.028s;0.054s;0.076s;0.099s;0.119s;1.319s;1.669s;2.286s;2.891s;3.28s;4.145s;5.051s;5.883s;9.833s;12.525s;-1,0.027s;0.327s;0.569s;0.801s;1.064s;1.291s;1.55s;1.782s;2.086s;2.361s;2.623s;2.996s;3.216s;3.543s;3.869s;4.247s;-1,524732;15599491;25742471;35691256;45812465;56258201;66707929;77163434;87625220;98095188;108577298;119070701;129576675;140097587;150720165;161295237;-1
-219,0s;0.004s;0.005s;0.008s;0.013s;0.012s;0.017s;0.018s;0.021s;0.026s;0.026s;0.032s;0.034s;0.037s;0.04s;0.043s;0.045s;0.051s;0.053s;0.056s;0.059s;0.063s;0.065s;0.069s;0.073s;0.075s;0.078s;0.085s;0.088s;0.089s;0.098s,0.018s;0.073s;0.1s;0.126s;0.159s;0.183s;0.217s;0.245s;0.272s;0.298s;0.343s;0.381s;0.426s;0.457s;0.499s;0.544s;0.593s;0.643s;0.692s;0.728s;0.827s;0.849s;0.89s;0.96s;1.041s;1.061s;1.128s;1.188s;1.321s;1.299s;1.372s,248451;2152162;3259569;4377672;5501733;6620265;7835290;8969865;10141318;11335235;12481625;13660843;14924261;16101037;17259166;18416655;19573213;20730150;21888446;23045132;24201713;25358331;26514949;27671567;28828332;30026566;31241047;32455536;33670012;34884348;36098796
-220,0s;0.004s;0.005s;0.009s;0.013s;0.015s;0.019s;0.022s;0.026s;0.028s;0.036s;0.036s;0.04s;0.044s;0.053s;0.054s;0.055s;0.06s;0.064s;0.067s;0.072s;0.078s;0.086s;0.091s;0.095s;0.1s;0.107s;0.114s;0.124s;0.129s;0.136s,0.017s;0.092s;0.121s;0.164s;0.203s;0.253s;0.303s;0.34s;0.395s;0.448s;0.508s;0.576s;0.64s;0.702s;0.773s;0.86s;0.92s;1.004s;1.091s;1.181s;1.282s;1.382s;1.459s;1.572s;1.664s;1.787s;1.871s;2.041s;2.122s;2.225s;2.389s,277138;2734512;4240774;5760722;7288208;8814013;10348312;11911725;13468554;15040430;16750462;18498499;20268026;22062239;23884640;25739071;27629317;29502976;31393716;33334169;35327848;37380879;39498631;41686720;43983621;46331809;48768679;51301293;53962361;56760863;59675545
-221,0.001s;0.005s;0.01s;0.014s;0.018s;0.024s;0.029s;0.034s;0.041s;0.046s;0.051s;0.059s;0.063s;0.068s;0.075s;0.08s;0.092s;0.096s;0.104s;0.112s;0.121s;0.13s;0.137s;0.15s;0.16s;0.171s;0.184s;0.195s;0.211s;0.225s;0.239s,0.015s;0.104s;0.154s;0.215s;0.253s;0.317s;0.357s;0.414s;0.476s;0.55s;0.624s;0.701s;0.785s;0.857s;0.953s;1.052s;1.14s;1.249s;1.347s;1.453s;1.548s;1.681s;1.789s;1.95s;2.063s;2.247s;2.346s;2.504s;2.678s;2.825s;3.011s,352919;3766120;5805456;7843819;10039881;12268922;14509759;16762922;18945825;21163064;23400268;25670997;27977763;30335644;32804696;35330430;37919872;40580516;43320260;46147422;49070738;52099362;55242862;58511222;61914855;65464580;69168259;73008602;77030885;81245869;85668991
-222,0s;0.001s;0.002s;0.003s;0.031s;0.048s;0.065s;0.142s,0.013s;0.042s;0.051s;0.068s;0.086s;0.081s;0.092s;0.105s,302803;897658;1242233;1589297;1939916;2294538;2649166;3004856
-223,0s;0.005s;0.007s;0.011s;0.013s;0.017s;0.02s;0.025s;0.028s;0.032s;0.036s;0.041s;0.048s;0.048s;0.053s;0.055s;0.059s;0.064s;0.068s;0.073s;0.078s;0.081s;0.086s;0.091s;0.096s;0.101s;0.108s;0.11s;0.116s;0.122s;0.127s,0.017s;0.092s;0.135s;0.169s;0.222s;0.265s;0.307s;0.349s;0.398s;0.446s;0.499s;0.572s;0.627s;0.682s;0.775s;0.834s;0.915s;0.969s;1.04s;1.134s;1.213s;1.275s;1.346s;1.444s;1.555s;1.655s;1.745s;1.839s;1.936s;2.044s;2.115s,355474;3053611;4682304;6293068;8061484;9754400;11404823;13056351;14709717;16402070;18141011;19884111;21632003;23385419;25125502;26851385;28575588;30308574;32083237;33838970;35607008;37388243;39186069;40999450;42828373;44705150;46606983;48530027;50475754;52445744;54441616
-224,0.001s;0.005s;0.007s;0.01s;0.013s;0.017s;0.02s;0.023s;0.028s;0.033s;0.035s;0.037s;0.043s;0.045s;0.049s;0.054s;0.056s;0.061s;0.063s;0.067s;0.07s;0.074s;0.078s;0.082s;0.085s;0.091s;0.093s;0.097s;0.1s;0.105s;0.108s,0.02s;0.095s;0.142s;0.183s;0.222s;0.262s;0.317s;0.388s;0.432s;0.492s;0.567s;0.641s;0.707s;0.823s;0.905s;0.944s;1.054s;1.105s;1.179s;1.294s;1.372s;1.459s;1.555s;1.639s;1.717s;1.882s;2.005s;2.055s;2.176s;2.327s;2.401s,419330;3255339;4866068;6598447;8240413;9881062;11524345;13259554;15005539;16751542;18498589;20245651;21992689;23739739;25486795;27233836;28980889;30713208;32418920;34123554;35829360;37534334;39253603;40993714;42738613;44483471;46228405;47973292;49718176;51463081;53207975
-225,0s;0s;0.003s;0.004s;0.003s;0.004s;0.004s;0.005s;0.007s;0.007s;0.007s;0.009s;0.012s;0.01s;0.01s;0.011s;0.012s;0.013s;0.014s;0.015s;0.016s;0.018s;0.018s;0.02s;0.023s;0.023s;0.025s;0.028s;0.031s;0.031s;0.034s,0.016s;0.049s;0.058s;0.067s;0.08s;0.097s;0.113s;0.133s;0.151s;0.17s;0.193s;0.211s;0.236s;0.279s;0.288s;0.322s;0.342s;0.37s;0.399s;0.433s;0.472s;0.497s;0.546s;0.57s;0.608s;0.644s;0.684s;0.724s;0.765s;0.817s;0.853s,327163;865061;1175858;1488637;1805919;2122987;2443273;2764511;3087659;3439372;3774129;4111770;4454027;4801768;5156268;5540229;5936730;6342334;6758001;7184779;7623760;8076072;8542939;9025573;9525318;10037596;10559676;11103111;11669679;12260203;12876723
-226,0.001s;0.004s;0.003s;0.005s;0.13s;0.189s;0.245s;0.298s;0.382s;0.453s;0.553s,0.013s;0.063s;0.087s;0.122s;0.132s;0.154s;0.175s;0.198s;0.232s;0.259s;0.299s,325838;1692608;2465537;3250347;4037085;4851628;5714335;6539248;7380289;8237197;9119038
-227,0.001s;0.61s;1.222s;1.94s;2.781s;3.844s;5.028s;6.393s;8.042s;9.549s;11.987s;4.71s;5.108s;15.713s,0.016s;0.151s;0.242s;0.336s;0.42s;0.527s;0.616s;0.712s;0.828s;0.939s;1.051s;1.19s;1.364s;1.516s,392255;7325205;11573231;16022601;20302710;24599640;28917597;33385553;37917089;42487954;47107887;51783579;56524335;61340167
-228,0.058s;1.737s;2.082s;2.552s;4.584s;3.783s;6.103s;7.775s;7.418s;16.371s;11.502s;-1,0.607s;1.419s;1.985s;2.594s;3.2s;3.785s;4.318s;4.946s;5.6s;6.384s;7.246s;-1,11214418;34974535;49360886;63809692;78356116;93035102;107916127;123055846;138591652;154696157;171255731;-1
-229,0s;0.027s;0.044s;0.238s,0.01s;0.033s;0.043s;0.053s,305592;760034;1033297;1309040
-230,0.001s;0.005s;0.009s;0.547s;0.878s;1.201s;1.547s;1.965s;2.464s;3.007s;3.678s;7.01s,0.017s;0.099s;0.149s;0.194s;0.243s;0.294s;0.337s;0.399s;0.474s;0.529s;0.609s;0.687s,386862;3658333;5707920;7766108;9787618;11828432;14010106;16213557;18416390;20590282;22806735;25070974
-231,0.001s;0.015s;0.029s;0.04s;0.055s;0.068s;0.082s;0.094s;0.109s;0.121s;0.138s;0.153s;0.168s;0.181s;0.195s;0.209s;0.227s;0.245s;0.261s;0.274s;0.295s;0.31s;0.33s;0.348s;0.372s;0.386s;0.413s;0.434s;0.455s;0.485s;0.509s,0.016s;0.198s;0.321s;0.443s;0.579s;0.73s;0.832s;0.993s;1.143s;1.264s;1.428s;1.607s;1.793s;1.968s;2.193s;2.412s;2.586s;2.862s;3.041s;3.301s;3.532s;3.742s;4.012s;4.372s;4.665s;4.9s;5.152s;5.44s;5.688s;6.102s;6.356s,376736;10688468;17326369;23896211;30427054;36825214;43236227;49664101;56115759;62637319;69270140;75939422;82651467;89412701;96230140;103111394;110064189;117216311;124355513;131593400;139353233;146891769;154570532;162401092;170469662;178719000;187180866;195869363;204749650;213884656;223256565
-232,0s;0.018s;0.025s;0.156s,0.014s;0.035s;0.044s;0.047s,324200;642157;815206;990578
-233,0s;0.018s;0.025s;0.154s,0.013s;0.036s;0.042s;0.049s,318262;636088;809082;984200
-234,0.002s;0s;0.002s;0.001s;0.001s;0.001s;0.002s;0.002s;0.003s;0.002s;0.002s;0.001s;0.002s;0.003s;0.002s;0.003s;0.002s;0.003s;0.003s;0.004s;0.004s;0.004s;0.003s;0.004s;0.004s;0.004s;0.004s;0.004s;0.004s;0.005s;0.005s,0.01s;0.024s;0.031s;0.031s;0.031s;0.035s;0.038s;0.043s;0.05s;0.051s;0.055s;0.06s;0.064s;0.068s;0.074s;0.08s;0.085s;0.09s;0.093s;0.101s;0.106s;0.116s;0.123s;0.129s;0.134s;0.142s;0.149s;0.16s;0.162s;0.173s;0.183s,291059;382267;434151;486035;537919;589803;641697;694456;747085;799605;852408;905591;959043;1012580;1065689;1119043;1172712;1226937;1280328;1333773;1386976;1440952;1494222;1547883;1601501;1654734;1707958;1761181;1814408;1867627;1920853
-235,0.001s;0.604s;1.27s;2.037s;2.884s;4.008s;5.278s;6.806s;8.416s;10.988s;13.855s;5.335s;11.118s;16.464s,0.014s;0.145s;0.235s;0.328s;0.455s;0.56s;0.683s;0.745s;0.849s;0.969s;1.101s;1.269s;1.4s;1.532s,396908;7386327;11836675;16164656;20679252;25268172;29891040;34557908;39279668;44068224;48938804;53904192;58980178;64183764
-236,0.001s;0.002s;0.003s;0.004s;0.003s;0.115s;0.149s;0.197s;0.241s;0.285s;0.372s,0.014s;0.05s;0.06s;0.074s;0.086s;0.108s;0.12s;0.15s;0.157s;0.183s;0.21s,303386;1054401;1508221;1967429;2432163;2911213;3382981;3871069;4358338;4845753;5339101
-237,0s;0.001s;0.001s;0.001s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.003s;0.004s;0.004s;0.006s;0.005s;0.005s;0.006s;0.005s;0.007s;0.006s;0.007s;0.008s;0.007s;0.006s;0.007s;0.008s;0.009s;0.009s;0.01s;0.012s;0.011s,0.011s;0.029s;0.037s;0.042s;0.048s;0.051s;0.057s;0.066s;0.08s;0.079s;0.089s;0.099s;0.112s;0.12s;0.129s;0.145s;0.151s;0.164s;0.174s;0.184s;0.21s;0.214s;0.227s;0.248s;0.265s;0.288s;0.285s;0.303s;0.326s;0.343s;0.356s,298797;535202;668162;801129;935586;1069850;1204400;1340851;1476329;1612324;1748532;1884403;2020778;2156860;2292588;2428199;2563791;2699564;2835639;2971520;3107163;3242760;3378354;3513957;3649560;3794109;3941694;4089269;4236864;4384449;4532050
-238,0s;0.017s;0.024s;0.153s,0.015s;0.037s;0.043s;0.05s,323849;641844;814923;990337
-239,0s;0.001s;0.002s;0.001s;0.002s;0.002s;0.003s;0.003s;0.004s;0.004s;0.005s;0.004s;0.006s;0.006s;0.006s;0.007s;0.008s;0.009s;0.008s;0.009s;0.01s;0.011s;0.011s;0.013s;0.013s;0.017s;0.016s;0.017s;0.019s;0.02s;0.021s,0.015s;0.039s;0.045s;0.051s;0.057s;0.063s;0.07s;0.078s;0.085s;0.097s;0.106s;0.118s;0.138s;0.138s;0.157s;0.161s;0.178s;0.204s;0.206s;0.229s;0.242s;0.252s;0.271s;0.285s;0.306s;0.386s;0.344s;0.364s;0.387s;0.407s;0.43s,303771;605804;774167;943829;1115253;1288045;1463339;1641703;1822107;2004648;2191861;2384076;2605306;2810858;3020883;3237784;3462255;3703105;3965415;4229640;4497845;4779665;5076442;5388408;5717353;6064275;6431031;6818803;7240053;7687119;8160212
-240,0s;0.006s;0.006s;0.147s;0.273s;0.419s;0.557s;0.709s;0.891s;1.091s;1.244s;1.456s;1.731s;1.957s;2.115s;2.468s;2.72s;3.22s;3.409s;3.768s;4.152s;4.703s;5.092s;5.553s;6.676s;6.561s;7.505s;2.663s;3.014s;2.219s;1.838s,0.016s;0.091s;0.132s;0.178s;0.225s;0.262s;0.3s;0.342s;0.393s;0.464s;0.502s;0.582s;0.645s;0.693s;0.771s;0.84s;0.914s;1.008s;1.076s;1.149s;1.232s;1.328s;1.415s;1.53s;1.599s;1.762s;1.809s;1.94s;2.045s;2.169s;2.294s,366462;2984378;4549989;6148374;7764346;9477225;11195471;12904258;14555912;16214819;17884577;19568883;21268455;23029545;24816790;26624195;28454018;30308816;32191196;34103876;36049762;38031810;40026349;42056531;44135447;46309936;48490558;50728511;53048148;55412010;57844902
-241,0.001s;0.003s;0.004s;0.004s;0.202s;0.266s;0.334s;0.45s;0.557s;0.661s;0.818s;0.982s;1.298s,0.019s;0.057s;0.07s;0.091s;0.107s;0.123s;0.146s;0.173s;0.199s;0.23s;0.262s;0.287s;0.323s,346872;1296478;1873174;2464925;3077206;3691894;4343409;5002445;5690402;6412628;7177110;8035625;8952365
-242,0s;0.002s;0s;0s;0.008s,0.011s;0.019s;0.02s;0.021s;0.022s,288575;316950;333151;349832;367233
-243,0s;0.001s;0.001s;0.001s;0.008s,0.011s;0.02s;0.02s;0.025s;0.024s,290233;325678;346036;366874;388432
-244,0s;0.001s;0.001s;0.001s;0.002s;0.013s;0.018s;0.025s;0.045s,0.011s;0.03s;0.031s;0.036s;0.039s;0.043s;0.049s;0.053s;0.062s,290974;464833;565892;667794;771547;878227;987042;1099224;1215328
-245,0s;0.013s;0.024s;0.034s;3.731s;5.143s;6.881s;9.118s;11.664s,0.018s;0.177s;0.296s;0.408s;0.521s;0.641s;0.766s;0.888s;1.036s,405651;9113786;14988692;20498744;26029442;31582549;37301789;42982782;48573015
-246,0.001s;0.007s;0.009s;0.012s;0.014s;0.017s;0.024s,0.01s;0.024s;0.024s;0.024s;0.027s;0.032s;0.034s,290267;362593;403584;446867;493517;544824;602293
-247,0s;0.46s;0.927s;1.435s;2.06s;2.794s;3.625s;4.621s;5.738s;6.896s;8.323s;10.24s;12.547s;14.523s;10.761s;21.858s,0.016s;0.123s;0.205s;0.266s;0.345s;0.411s;0.5s;0.62s;0.692s;0.787s;0.915s;1.021s;1.143s;1.264s;1.396s;1.566s,384025;6104102;9535501;13229670;16735266;20261215;23807919;27460958;31213964;35016520;38881412;42819254;46843723;50969918;55214370;59595180
-248,0s;0.002s;0.004s;0.004s;0.005s;0.076s;0.132s;0.189s;0.217s;0.281s;0.35s;0.405s;0.662s,0.014s;0.054s;0.068s;0.083s;0.105s;0.123s;0.149s;0.17s;0.2s;0.224s;0.273s;0.286s;0.33s,335361;1301332;1864470;2436979;3012218;3599376;4197347;4798546;5410940;6044062;6739764;7456376;8197295
-249,0s;0.001s;0s;0.017s,0.01s;0.022s;0.024s;0.024s,285914;328481;353835;379341
-250,0.001s;0.016s;0.031s;0.045s;0.06s;0.077s;0.09s;0.105s;0.121s;0.14s;0.154s;0.171s;0.187s;0.203s;0.22s;0.241s;0.254s;0.272s;0.291s;0.308s;0.328s;0.352s;0.368s;0.385s;0.41s;0.438s;0.458s;0.477s;0.506s;0.534s;0.558s,0.019s;0.227s;0.365s;0.5s;0.65s;0.789s;0.939s;1.073s;1.216s;1.37s;1.567s;1.75s;1.917s;2.139s;2.361s;2.596s;2.788s;3.024s;3.235s;3.623s;3.782s;4.049s;4.384s;4.773s;4.881s;5.174s;5.41s;5.766s;6.039s;6.469s;6.783s,296387;11746965;18565530;25624493;32472759;39860675;47251233;54290179;61366220;68444556;75553920;82727965;90187843;97691626;105245271;112884357;120571491;128519095;136399176;144376695;152549499;160628743;169032330;177520798;186247862;195141915;204190119;213433303;222866492;232514398;242379374
-251,0.001s;0.001s;0.001s;0.001s;0.013s,0.008s;0.022s;0.026s;0.027s;0.027s,207407;255602;283968;312814;342380
