index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-489,0.149596;0.13303,0.001777;0.028584,438;438,0;5946,0;5575,10;16,36;30,46;46,261339;328847
-490,4.295998;-1,2.957344;-1,450;-1,0;-1,0;-1,1;-1,346;-1,347;-1,38187809;-1
-491,0.149968;0.118198,0.001559;0.028505,448;448,0;5492,0;5462,1;7,36;30,37;37,248541;269686
-492,0.18629;0.447682;0.456659;0.610579;0.732992;0.76419,0.005223;0.009945;0.028827;0.072977;0.108169;0.187572,449;449;449;449;449;449,0;9004;59714;111766;178863;254462,0;6866;10374;14178;18481;22981,1;33;33;33;33;33,88;56;56;56;56;56,89;89;89;89;89;89,425818;2707342;5195117;8308267;11741451;15178853
-493,0.160192;0.194346;0.210379;0.258163;0.293379,0.004093;0.003739;0.009499;0.015138;0.046326,436;436;436;436;436,0;7782;14751;22452;33766,0;6226;8046;10068;12260,1;15;15;15;15,67;53;53;53;53,68;68;68;68;68,358313;702305;1079917;1620835;2224420
-494,0.14109;0.161561;0.180513;0.179902;0.220472;0.247028;0.281931;0.300505;0.316554;0.3757,0.002414;0.001745;0.002513;0.00397;0.007145;0.009175;0.011557;0.012193;0.017049;0.066552,443;443;443;443;443;443;443;443;443;443,0;6591;10973;15848;20897;29712;38749;48719;58944;69488,0;5887;7180;8565;10066;11752;13461;15210;16967;18732,1;33;33;33;33;33;33;33;33;33,59;27;27;27;27;27;27;27;27;27,60;60;60;60;60;60;60;60;60;60,299279;464457;646556;832860;1158317;1496141;1871824;2255945;2652719;3070616
-495,0.142668;0.107774;0.114874;0.111226;0.120153;0.142818;0.14775;0.144219;0.143209;0.154154;0.166821;0.163178;0.194988;0.192194;0.219446;0.204851;0.208523;0.211764;0.223317;0.22736;0.234565;0.24125;0.251172;0.257639;0.271122;0.289613;0.321142;0.326616;0.338527;0.355693,0.001701;0.000626;0.000822;0.001202;0.001446;0.001715;0.002189;0.002126;0.002369;0.002376;0.002761;0.002691;0.002777;0.002926;0.003626;0.003102;0.002854;0.002745;0.002905;0.00392;0.002964;0.003374;0.003453;0.003673;0.00363;0.003724;0.003762;0.004914;0.003935;0.004187,442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442,0;5781;6378;7051;7758;8630;9511;10558;11610;12662;13714;14766;15818;16870;17922;18974;20026;21078;22130;23182;24234;25286;26338;27390;28442;29494;30546;31598;32650;33702,0;5467;5829;6207;6621;7080;7553;8055;8557;9059;9561;10063;10565;11067;11569;12071;12573;13075;13577;14079;14581;15083;15585;16087;16589;17091;17593;18095;18597;19099,1;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,257011;282483;312194;341900;375858;414024;452240;490455;532878;571096;609303;651718;689925;732338;774697;817021;859343;901665;948190;990514;1032835;1079360;1121682;1164006;1206327;1252852;1295175;1337498;1379819;1426344
-496,0.1714;0.262517;0.262946,0.003459;0.002605;0.039044,454;454;454,0;7848;30263,0;6444;8209,25;66;66,41;0;0,66;66;66,350325;993077;1652899
-497,0.148841;0.187266,0.00216;0.028545,446;446,0;6395,0;5923,16;22,45;39,61;61,290904;631137
-498,0.147814;0.144824;0.159862;0.156432;0.168825;0.20198;0.206524;0.234947;0.262738;0.28578;0.301893;0.326613;0.330265;0.346741;0.390162;0.375265;0.394207;0.420688;0.436376;0.471426;0.471701;0.482123;0.490534;0.509227;0.524996;0.550374;0.557337;0.58486;0.549589;0.65849,0.001729;0.000752;0.001184;0.001985;0.003064;0.00345;0.004953;0.005918;0.005784;0.005444;0.006566;0.006643;0.006851;0.007875;0.007974;0.008818;0.008989;0.010388;0.010448;0.010524;0.011415;0.010938;0.013616;0.012585;0.013453;0.016911;0.016276;0.017816;0.021607;0.018448,451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451,0;5925;8367;11029;13812;17666;21626;26841;32099;37393;42732;48126;53586;59124;64753;70487;76341;82331;88474;94788;101292;108006;114951;122149;129623;137397;145496;153946;162774;172008,0;5741;6567;7420;8340;9371;10446;11638;12831;14025;15220;16416;17613;18811;20010;21210;22411;23613;24816;26020;27225;28431;29638;30846;32055;33265;34476;35688;36901;38115,28;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49,265632;354877;452647;554608;682127;813871;987828;1170014;1356401;1542796;1733381;1923973;2118781;2313601;2516838;2720093;2931771;3147673;3367799;3596355;3829141;4070364;4324224;4586527;4857273;5140668;5432513;5741215;6062578;6400804
-499,0.156027;0.137838;0.147834;0.208996;0.217455;0.263455;0.2893;0.319063;0.340956;0.396815;0.4274;0.44694;0.476467;0.526484;0.501876;0.543153;0.577334;0.575858;0.604837;0.597376;0.673623;0.711948;0.754495;0.774697;0.764184;0.859807;0.870134;0.885086;0.925596;0.986847,0.002252;0.001863;0.003043;0.005547;0.007527;0.008553;0.0094;0.009099;0.010122;0.01032;0.012261;0.011267;0.011697;0.013608;0.015468;0.014009;0.01474;0.015438;0.017034;0.018175;0.019868;0.018401;0.019022;0.020027;0.019893;0.022311;0.022771;0.022683;0.025965;0.023098,466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466;466,0;6567;10263;14585;19957;28097;36266;44435;52604;60773;68942;77111;85280;93449;101618;109787;117956;126125;134294;142463;150632;158801;166970;175139;183308;191477;199646;207815;215984;224153,0;6204;7537;8979;10593;12401;14209;16017;17825;19633;21441;23249;25057;26865;28673;30481;32289;34097;35905;37713;39521;41329;43137;44945;46753;48561;50369;52177;53985;55793,25;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35,52;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77,299532;451754;629320;844769;1165354;1494157;1822961;2151764;2484775;2813577;3142351;3475328;3804101;4137078;4465851;4798829;5127600;5460579;5789349;6122329;6451098;6779874;7112849;7441623;7774599;8103373;8436350;8765123;9098100;9426873
-500,0.1457;0.153636;0.168294;0.172373;0.187651;0.218338;0.246083;0.2636;0.276392;0.308338;0.339041;0.355112;0.381015;0.368655;0.421963;0.421481;0.406467;0.461297;0.5013;0.537467;0.561203;0.564884;0.604288;0.534967;0.556134;0.580447;0.596418;0.753272;0.770537;0.791905,0.003299;0.001475;0.001824;0.003552;0.004861;0.006095;0.006024;0.007321;0.006654;0.007857;0.008082;0.007969;0.008565;0.011204;0.009306;0.009329;0.009415;0.010177;0.012243;0.010973;0.012332;0.011929;0.011983;0.012367;0.012544;0.014872;0.015676;0.01459;0.014592;0.016559,430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430,0;6659;10773;15138;19648;26383;33209;40035;46861;53687;60513;67339;74165;80991;87817;94643;101469;108295;115121;121947;128773;135599;142425;149251;156077;162903;169729;176555;183381;190207,0;5747;6650;7590;8660;9963;11265;12567;13869;15171;16473;17775;19077;20379;21681;22983;24285;25587;26889;28191;29493;30795;32097;33399;34701;36003;37305;38607;39909;41211,10;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49,299203;435264;579852;728626;936985;1145364;1374319;1603169;1836220;2065073;2298103;2531132;2764160;2997191;3226020;3459049;3692077;3925105;4158136;4386966;4619995;4853022;5086051;5319081;5552112;5780940;6013967;6246997;6480026;6713057
-501,0.151136;0.125034;0.125815,0.001526;0.000513;0.029427,442;442;442,0;5574;6494,0;5452;5913,13;30;30,17;0;0,30;30;30,248572;286778;329234
-502,0.146789;0.134787;0.153153;0.152228;0.168191;0.173628;0.164372;0.192542;0.20497;0.191606;0.222885;0.230654;0.256297;0.287442;0.285495;0.264124;0.333756;0.339394;0.328971;0.343591;0.394651;0.396773;0.397341;0.43474;0.447642;0.465506;0.442627;0.480192;0.498972;0.530442,0.002385;0.0014;0.001872;0.002447;0.002607;0.002703;0.003334;0.003933;0.004067;0.004552;0.004119;0.004004;0.004651;0.005267;0.005372;0.005299;0.005566;0.005594;0.006085;0.006023;0.006588;0.00641;0.006457;0.007033;0.006995;0.007161;0.007993;0.007796;0.00779;0.008789,442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442,0;6548;7624;9033;10506;11993;13492;15495;17505;19515;21525;23535;25545;27555;29565;31575;33585;35595;37605;39615;41625;43635;45645;47655;49665;51675;53685;55695;57705;59715,0;5823;6505;7262;8059;8868;9691;10565;11439;12313;13187;14061;14935;15809;16683;17557;18431;19305;20179;21053;21927;22801;23675;24549;25423;26297;27171;28045;28919;29793,16;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22,48;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,286797;341703;409281;472643;540218;607790;692263;776726;865279;957995;1046496;1139197;1231899;1320399;1413100;1505803;1594301;1687002;1779706;1868204;1960904;2049404;2142106;2234807;2323307;2416008;2508710;2597210;2689911;2782614
-503,0.236013;0.511413;0.53481,0.015653;0.017801;0.123045,452;452;452,0;16779;78962,0;7677;10975,1;7;7,87;81;81,88;88;88,742054;3866095;7241560
-504,4.987572;-1,2.863749;-1,453;-1,0;-1,0;-1,10;-1,407;-1,417;-1,43996726;-1
-505,0.21463;0.671781;0.709668;0.881832;1.008052;1.160691;1.281868;1.418688;1.512993;1.543131;1.670259;2.014811;2.11154;2.259873;2.406333;2.465829;2.530099;2.686013;2.854946;3.101713;3.558056;3.761001;3.764844;4.068431;4.105802;4.643227;4.589063;4.951503;5.512981;5.678818,0.010681;0.019041;0.060594;0.133493;0.148582;0.168136;0.184189;0.206518;0.202267;0.23164;0.23883;0.267285;0.301171;0.314328;0.346203;0.360001;0.402219;0.43456;0.492026;0.523215;0.583134;0.628159;0.713117;0.748621;0.868811;0.927205;0.978192;1.120742;1.344032;1.281323,432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432,0;12645;98729;187350;306641;438943;572523;707872;845658;986656;1131750;1281935;1438319;1602125;1774693;1957482;2152072;2360166;2583592;2824305;3084389;3366059;3671663;4003684;4364742;4757596;5185146;5650435;6156651;6707129,0;8215;13476;19161;25521;32143;38770;45402;52039;58681;65328;71980;78637;85299;91966;98638;105315;111997;118684;125376;132073;138775;145482;152194;158911;165633;172360;179092;185829;192571,1;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,171;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124,172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172,607186;4760335;9039298;14606428;20670070;26788216;32981813;39284413;45725354;52346587;59189940;66301653;73736257;81544101;89788110;98539605;107869911;117850378;128564930;140548129;153589219;167694629;182973318;199546801;217528255;237051780;258247312;281257354;306228610;333311988
-506,5.734785;-1,3.540598;-1,441;-1,0;-1,0;-1,10;-1,415;-1,425;-1,49190027;-1
-507,0.127206;0.105563;0.121482,0.001438;0.001054;0.028199,429;429;429,0;5308;5724,0;5305;5588,16;24;24,8;0;0,24;24;24,235833;257024;278242
-508,0.131813;0.10541,0.001432;0.024294,422;422,0;5344,0;5204,1;20,19;0,20;20,235774;248497
-509,0.135711;0.104109;0.103564;0.101683;0.112243;0.100723;0.126437;0.112402;0.122963;0.118531;0.121842;0.141136;0.133412;0.136295;0.145902;0.140012;0.153485;0.150739;0.148592;0.157949;0.139565;0.161421;0.165141;0.162888;0.163381;0.172059;0.168632;0.180345;0.187184;0.158205,0.001409;0.000558;0.000653;0.00076;0.000983;0.001094;0.00113;0.001157;0.001517;0.001458;0.001414;0.001488;0.001659;0.001463;0.001596;0.001623;0.001711;0.001959;0.001927;0.001897;0.001966;0.001908;0.002178;0.002052;0.00205;0.002256;0.001892;0.002118;0.002258;0.002226,441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441,0;5311;5477;5682;5895;6108;6321;6534;6747;6960;7173;7386;7599;7812;8025;8238;8451;8664;8877;9090;9303;9516;9729;9942;10155;10368;10581;10794;11007;11220,0;5304;5468;5657;5854;6051;6248;6445;6642;6839;7036;7233;7430;7627;7824;8021;8218;8415;8612;8809;9006;9203;9400;9597;9794;9991;10188;10385;10582;10779,1;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11,20;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10,21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21,235817;244292;256973;265445;278125;286596;295062;307748;316216;328899;337368;350045;358513;371190;379659;392336;400805;413481;421950;434627;443096;455772;464241;476918;485387;498063;506532;519209;527678;540354
-510,7.757726;-1,5.517553;-1,517;-1,0;-1,0;-1,16;-1,465;-1,481;-1,70567652;-1
-511,0.123835;0.132086;0.125172;0.135875;0.135367;0.14459;0.153377;0.18081;0.207392;0.218134;0.22638;0.232016;0.279296;0.280159;0.298864;0.298074;0.31971;0.348627;0.343699;0.365056;0.367739;0.404153;0.412364;0.426772;0.44223;0.446017;0.467641;0.478137;0.497261;0.510796,0.00188;0.000707;0.001126;0.00204;0.003202;0.003684;0.003485;0.004483;0.004048;0.00497;0.004291;0.004368;0.005563;0.005033;0.005464;0.005163;0.006116;0.005676;0.006139;0.006182;0.007208;0.006428;0.006537;0.008269;0.007045;0.007311;0.008513;0.007714;0.007873;0.009061,426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426,0;5667;7450;9330;11264;13883;16563;19243;21923;24603;27283;29963;32643;35323;38003;40683;43363;46043;48723;51403;54083;56763;59443;62123;64803;67483;70163;72843;75523;78203,0;5503;6047;6614;7263;8069;8874;9679;10484;11289;12094;12899;13704;14509;15314;16119;16924;17729;18534;19339;20144;20949;21754;22559;23364;24169;24974;25779;26584;27389,19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31,252800;316543;384533;452509;541725;630963;720201;809439;898677;991973;1089389;1186799;1288409;1385819;1483229;1580640;1678051;1775461;1877071;1974481;2071891;2169303;2266713;2364123;2465733;2563143;2660554;2757965;2855375;2956986
-512,0.143534;0.114055,0.001448;0.023043,444;444,0;5321,0;5305,1;17,16;0,17;17,235816;248536
-513,6.367694;-1,4.167521;-1,452;-1,0;-1,0;-1,10;-1,425;-1,435;-1,54954621;-1
-514,0.152709;0.12541;0.122606;0.152771;0.156028;0.163936;0.182348;0.198705;0.216945;0.223072;0.20798;0.251423;0.257928;0.227369;0.263421;0.295445;0.294059;0.309226;0.353767;0.336719;0.353134;0.404388;0.397235;0.41512;0.447255;0.475315;0.511323;0.516165;0.52527;0.565278,0.002091;0.000874;0.001184;0.00192;0.002578;0.003179;0.003681;0.004252;0.004136;0.004736;0.004365;0.004199;0.005465;0.005041;0.006121;0.006489;0.005775;0.00617;0.007561;0.008151;0.009161;0.008088;0.008957;0.009722;0.011783;0.010841;0.013962;0.012666;0.014089;0.016939,436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436,0;5975;7379;8882;10433;12589;14800;17207;19653;22151;24719;27377;30147;33053;36121;39379;42857;46587;50603;54941;59639;64737;70277;76303;82861;89999;97767;106217;115403;125381,0;5564;6078;6613;7228;7941;8669;9426;10185;10946;11709;12474;13241;14010;14781;15554;16329;17106;17885;18666;19449;20234;21021;21810;22601;23394;24189;24986;25785;26586,1;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53,269613;320596;380026;435242;511676;588126;668840;753764;838700;927820;1025213;1126790;1232590;1346816;1465274;1592167;1727501;1875478;2031908;2200994;2382749;2581362;2796850;3029228;3282690;3557251;3852926;4178098;4528596;4908622
-515,0.166704;0.210255;0.207121;0.212892;0.232515;0.266816;0.294992;0.334606,0.002213;0.001581;0.003034;0.006485;0.013268;0.013846;0.01822;0.05509,450;450;450;450;450;450;450;450,0;6533;12976;20096;27505;41054;54968;69359,0;6197;7674;9250;10972;13047;15123;17201,37;43;43;43;43;43;43;43,42;36;36;36;36;36;36;36,79;79;79;79;79;79;79;79,295396;528338;790847;1061678;1560012;2079060;2623214;3196640
-516,0.132059;0.128899;0.136098;0.13924;0.152862;0.163527;0.183743;0.199968;0.216701;0.238491;0.256848;0.276569;0.298114;0.311206;0.357627;0.378518;0.403235;0.452401;0.462043;0.477019;0.467664;0.537444;0.509778;0.576828;0.586351;0.608149,0.002188;0.001011;0.001547;0.001976;0.00276;0.003663;0.004948;0.00495;0.006082;0.005731;0.008522;0.009796;0.011291;0.01626;0.014397;0.019278;0.036296;0.074262;0.080678;0.093891;0.109936;0.135623;0.33195;0.411589;0.95155;0.58605,442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442;442,0;6252;7846;9698;11690;14208;16783;20383;24128;28121;32494;37414;42842;48853;55753;63498;72587;83282;95940;109682;124982;142035;161095;183142;207352;234697,0;5663;6442;7258;8148;9123;10140;11256;12380;13512;14652;15800;16956;18120;19292;20472;21660;22856;24060;25272;26492;27720;28956;30200;31452;32712,1;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58,278162;346068;422519;498962;592383;685808;808983;944584;1088571;1249457;1427253;1617776;1829424;2066494;2333151;2642138;2997733;3412622;3865531;4369179;4923636;5545737;6260965;7039688;7919944;8889043
-517,0.16357;0.26602;0.298946;0.387513;0.445154;0.48182;0.547776;0.601622;0.665118;0.737414;0.781281;0.850093;0.945016;0.924106;1.021481;1.079617;1.110073;1.156419;1.282365;1.415479;1.460562;1.564903;1.594607;1.51791;1.552959;1.614023;1.675119;1.910539;1.807188;1.85458,0.004431;0.006664;0.016105;0.02817;0.032704;0.037996;0.042189;0.048124;0.04725;0.052231;0.05357;0.055747;0.064282;0.067383;0.069301;0.06842;0.071419;0.074003;0.088576;0.083777;0.08732;0.087835;0.088523;0.098774;0.097928;0.097458;0.108592;0.106088;0.11143;0.112349,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434,0;8021;28321;49894;83271;118508;153817;190782;227759;264736;301713;338690;375667;412644;449621;486598;523575;560552;597529;634506;671483;708460;745437;782414;819391;856368;893345;930322;967299;1004276,0;6627;9656;12951;16620;20374;24142;27990;31838;35686;39534;43382;47230;51078;54926;58774;62622;66470;70318;74166;78014;81862;85710;89558;93406;97254;101102;104950;108798;112646,16;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59,97;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54,113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113,375279;1307074;2351018;3873598;5467808;7062025;8715236;10368452;12025875;13679088;15336444;16993800;18646949;20304302;21961656;23619012;25276368;26933724;28591079;30244228;31901581;33558936;35216292;36873647;38531003;40188358;41841507;43498860;45156215;46813571
-518,0.126605;0.113599;0.116455;0.125963;0.129858,0.001737;0.000821;0.001532;0.002408;0.025095,433;433;433;433;433,0;5795;6455;7364;8642,0;5457;5977;6579;7223,1;7;7;7;7,42;36;36;36;36,43;43;43;43;43,257042;286611;333015;392031;451047
-519,0.14415;0.186729;0.214125;0.260205,0.002949;0.002945;0.005084;0.035343,423;423;423;423,0;6789;14068;22086,0;5952;7707;9608,1;32;32;32,73;42;42;42,74;74;74;74,311873;590828;899325;1333804
-520,0.145292;0.248102;0.254334;0.271466,0.002585;0.002497;0.00342;0.0452,448;448;448;448,0;6855;28339;50458,0;6389;8501;10675,31;76;76;76,45;0;0;0,76;76;76;76,316396;946274;1613965;2339055
-521,0.132635;0.131168;0.129376;0.143893;0.185108;0.193597;0.206956;0.250882;0.267378;0.29755;0.326542;0.328527;0.349493;0.363448;0.384133;0.393833;0.435626;0.483315;0.51406;0.546554;0.567299;0.594398;0.560882;0.499094;0.622048;0.55232;0.647977;0.655838;0.694722;0.759363,0.001977;0.00104;0.001505;0.00319;0.004561;0.005874;0.005202;0.00638;0.005961;0.00696;0.006599;0.007011;0.008694;0.007694;0.008777;0.009292;0.010815;0.009891;0.010897;0.012436;0.012133;0.014579;0.015521;0.017152;0.015775;0.02047;0.016708;0.020916;0.018821;0.02073,440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440,0;6098;8617;11367;14661;19619;24621;29659;34747;39901;45139;50481;55949;61567;67361;73359;79591;86089;92887;100021;107529;115451;123829;132707;142131;152149;162811;174169;186277;199191,0;5724;6552;7432;8452;9641;10832;12025;13220;14417;15616;16817;18020;19225;20432;21641;22852;24065;25280;26497;27716;28937;30160;31385;32612;33841;35072;36305;37540;38777,16;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68,273965;367417;465181;579880;737164;898662;1072519;1250435;1432562;1618905;1809443;1999998;2198977;2406386;2618024;2838098;3066609;3307771;3557379;3823846;4102972;4398964;4707632;5041581;5392418;5764345;6165777;6588318;7040375;7521956
-522,4.738136;-1,3.199552;-1,457;-1,0;-1,0;-1,61;-1,299;-1,360;-1,41420583;-1
-523,0.131173;0.108827,0.001921;0.02316,441;441,0;5834,0;5522,10;13,33;30,43;43,257101;303577
-524,0.125301;0.099848,0.00174;0.023603,434;434,0;5465,0;5430,1;7,36;30,37;37,244306;269656
-525,0.123108;0.090558;0.097971;0.100888;0.107082;0.111026;0.11482;0.119866;0.127262;0.127253;0.138272;0.137138;0.149958;0.159328;0.15821;0.169036;0.174695;0.173226;0.177495;0.187224;0.192474;0.198363;0.206078;0.208425;0.216979;0.22058;0.231406;0.235853;0.249344;0.251093,0.001756;0.000618;0.000718;0.001088;0.00146;0.001555;0.001897;0.002077;0.002062;0.00237;0.00237;0.002587;0.003116;0.002775;0.003179;0.003614;0.003512;0.00335;0.004915;0.004143;0.004419;0.005502;0.005251;0.005942;0.00661;0.006648;0.007784;0.007827;0.009237;0.009128,436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436,0;5619;5947;6336;6752;7308;7880;8470;9085;9733;10423;11165;11970;12850;13818;14888;16075;17395;18865;20503;22328;24360;26620;29130;31913;34993;38395;42145;46270;50798,0;5350;5623;5912;6238;6606;6975;7345;7716;8088;8461;8835;9210;9586;9963;10341;10720;11100;11481;11863;12246;12630;13015;13401;13788;14176;14565;14955;15346;15738,1;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30,248531;265477;282457;303639;329068;350289;375723;401159;430805;456258;485918;519794;553683;591795;629925;676491;723080;778108;837364;900806;976870;1061360;1150118;1251502;1361346;1479656;1614800;1758437;1918908;2092072
-526,0.114423;0.088617;0.087556;0.087668;0.088306;0.084887;0.096941;0.090018;0.088261;0.089886;0.090893;0.091569;0.094887;0.093637;0.090152;0.091987;0.095544;0.095863;0.095357;0.099758;0.098243;0.098055;0.097025;0.097718;0.097359;0.120073;0.097703;0.102987;0.104879;0.106506,0.001416;0.000367;0.00047;0.000397;0.000517;0.000399;0.000396;0.000386;0.000408;0.000435;0.00045;0.000484;0.000489;0.000519;0.000536;0.000575;0.000605;0.000631;0.000729;0.000648;0.000613;0.000679;0.000678;0.000835;0.00078;0.000821;0.000735;0.000796;0.000834;0.000891,447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447;447,0;5286;5322;5364;5406;5448;5490;5532;5574;5616;5658;5700;5742;5784;5826;5868;5910;5952;5994;6036;6078;6120;6162;6204;6246;6288;6330;6372;6414;6456,0;5286;5323;5362;5401;5440;5479;5518;5557;5596;5635;5674;5713;5752;5791;5830;5869;5908;5947;5986;6025;6064;6103;6142;6181;6220;6259;6298;6337;6376,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,235850;235850;240099;240099;244348;244348;248597;248597;252846;252846;257095;257095;261341;261341;265588;265588;269835;269835;274082;274082;278331;278331;282573;282573;286819;286819;291063;291063;295307;299549
