index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-366,0.135781;0.134338;0.136151;0.159128;0.172683;0.199713;0.233638;0.266498;0.27042;0.294666;0.323144;0.350187;0.362911;0.392291;0.413865;0.439692;0.42505;0.428493;0.461118;0.467452;0.48565;0.527253;0.522399;0.591322;0.609194;0.664549;0.61875;0.648198;0.662343;0.664782,0.002012;0.001376;0.002697;0.004713;0.006391;0.005722;0.009685;0.007364;0.010211;0.010976;0.010494;0.012225;0.011442;0.013026;0.015612;0.015884;0.016352;0.018227;0.022308;0.021993;0.022621;0.022037;0.025281;0.023942;0.027088;0.02771;0.0285;0.031649;0.031896;0.065757,454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454,0;6258;8686;11419;16083;20863;25653;30483;35327;40241;45243;50353;55593;60879;66345;72019;77751;83753;89821;95959;102475;109069;115745;122925;130195;138063;146029;154695;164115;174345,0;5738;6695;7782;9014;10257;11500;12743;13986;15229;16472;17715;18958;20201;21444;22687;23930;25173;26416;27659;28902;30145;31388;32631;33874;35117;36360;37603;38846;40089,1;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,46;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23,47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,282407;396155;518357;712199;910266;1108326;1318721;1533223;1751929;1974840;2197734;2429030;2660330;2900033;3148143;3400452;3661169;3921890;4191008;4472738;4754467;5040399;5351540;5662684;5994838;6335395;6701164;7096349;7525149;7987565
-367,0.12712;0.11271;0.106528;0.108991;0.116848;0.120178;0.118248;0.108093;0.120166;0.128395;0.127712;0.136452;0.140072;0.14504;0.152034;0.145661;0.154781;0.15404;0.155772;0.158973;0.168673;0.165865;0.167571;0.176617;0.170537;0.18366;0.1827;0.180658;0.185424;0.188569,0.001398;0.00037;0.000483;0.000573;0.000727;0.000926;0.000948;0.001086;0.001122;0.001259;0.001325;0.001281;0.001467;0.001288;0.001336;0.00151;0.001513;0.001697;0.001614;0.001614;0.001571;0.00181;0.001786;0.001781;0.002013;0.001935;0.001792;0.001932;0.001999;0.002042,443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443,0;5512;5640;5795;6009;6238;6474;6718;6971;7234;7508;7794;8093;8406;8734;9078;9439;9818;10216;10634;11073;11534;12018;12526;13059;13618;14204;14818;15461;16134,0;5317;5451;5608;5780;5953;6128;6305;6484;6665;6848;7033;7220;7409;7600;7793;7988;8185;8384;8585;8788;8993;9200;9409;9620;9833;10048;10265;10484;10705,1;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,240118;248596;257067;265554;278252;286745;299445;312148;320645;333354;346062;358768;375684;388398;405319;418041;434970;451903;468841;489983;506933;528087;549245;570411;591586;616959;638148;663541;688939;718546
-368,0.155094;0.167197;0.168446;0.182747;0.211167;0.234611;0.283309;0.295881;0.368438;0.374836;0.354868;0.391683;0.4546;0.459328;0.485571;0.543965;0.587205;0.620751;0.664329;0.696346;0.698537;0.768182;0.833179;0.831221;0.866796;0.883075;0.908807;0.929792;0.840901;0.948102,0.001597;0.001496;0.001973;0.005636;0.008376;0.009782;0.009548;0.011782;0.01142;0.013072;0.013423;0.014233;0.016389;0.01687;0.018374;0.017658;0.020722;0.019437;0.021321;0.021473;0.023942;0.023586;0.026668;0.025236;0.027909;0.027898;0.029273;0.031506;0.032847;0.036318,458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458,0;6129;17233;28565;40374;54963;69595;84247;98926;113640;128398;143210;158087;173041;188085;203233;218500;233902;249456;265180;281093;297215;313567;330171;347050;364228;381730;399582;417811;436445,0;6039;7130;8274;9615;11282;12950;14619;16289;17960;19632;21305;22979;24654;26330;28007;29685;31364;33044;34725;36407;38090;39774;41459;43145;44832;46520;48209;49899;51590,34;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,274236;601886;933830;1278478;1716123;2178335;2648850;3115164;3585687;4060415;4535123;5014041;5492968;5976109;6463466;6955041;7450834;7955051;8459292;8976161;9497260;10026790;10564758;11111168;11670218;12237714;12822055;13414865;14024522;14646844
-369,0.143948;0.136926;0.162267;0.193944;0.205992;0.237812;0.265371;0.275702;0.260204;0.316182;0.331629;0.367799;0.387781;0.411816;0.414413;0.460686;0.479578;0.533199;0.578657;0.568869;0.612978;0.631959;0.671509;0.696007;0.746797;0.774042;0.789913;0.891183;0.906543;0.961634,0.003354;0.002672;0.005814;0.009052;0.010048;0.012102;0.01279;0.013669;0.014316;0.017882;0.01941;0.019034;0.023368;0.023095;0.028943;0.030473;0.037207;0.038191;0.04697;0.058196;0.0597;0.066073;0.082716;0.084141;0.103511;0.122163;0.138471;0.150578;0.18154;0.188812,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;6933;11234;16448;23733;31141;38653;46327;54235;62464;71117;80314;90193;100911;112645;125593;139975;156034;174037;194276;217069;242761;271725;304363;341107;382420;428797;480766;538889;603763,0;5869;6887;8049;9335;10624;11917;13214;14515;15820;17129;18442;19759;21080;22405;23734;25067;26404;27745;29090;30439;31792;33149;34510;35875;37244;38617;39994;41375;42760,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,57;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38,58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58,311909;509469;740767;1047850;1359158;1691123;2035499;2388291;2753721;3135999;3535114;3959510;4417611;4909436;5443414;6032183;6675780;7386846;8178027;9057777;10038753;11129425;12350854;13711524;15228317;16913930;18793649;20880188;23198854;25762379
-370,0.12219;0.110898;0.112884;0.121516;0.128179;0.123088;0.136639;0.147208;0.154251;0.16827;0.173207;0.180838;0.200007;0.20698;0.204935;0.216234;0.226524;0.243211;0.243001;0.263532;0.270866;0.283219;0.293884;0.31267;0.331754;0.32866;0.353926;0.362835;0.38768;0.436098,0.001576;0.000608;0.001161;0.001871;0.001692;0.0025;0.002897;0.003451;0.004284;0.004795;0.005619;0.00617;0.007002;0.006432;0.008607;0.008826;0.011642;0.012665;0.014737;0.017561;0.019324;0.021656;0.023706;0.026927;0.033581;0.037929;0.036544;0.044982;0.060038;0.059904,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434,0;5363;5877;6520;7571;8706;9932;11283;12798;14521;16501;18792;21453;24548;28146;32321;37152;42723;49123;56446;64791;74262;84968;97023;110546;125661;142497;161188;181873;204696,0;5341;5715;6152;6635;7119;7605;8093;8583;9075;9569;10065;10563;11063;11565;12069;12575;13083;13593;14105;14619;15135;15653;16173;16695;17219;17745;18273;18803;19335,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,32;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26,33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33,240024;265346;299090;345461;396036;450807;513977;581331;657074;741193;842100;959788;1094248;1253882;1438509;1656645;1908299;2197660;2528914;2906251;3333852;3815909;4360802;4968523;5651651;6410166;7256653;8191096;9221877;10353179
-371,0.190889;0.535859;0.584297;0.693211;0.802138;0.951301;1.023368;1.104371;1.253453;1.321381;1.423938;1.493778;1.583295;1.771585;1.751965;1.786072;1.854847;1.956096;2.121863;2.139018;2.286592;2.419082;2.484816;2.563542;2.627265;2.868389;3.139459;3.103688;3.193467;3.227707,0.00464;0.010749;0.024563;0.074692;0.098409;0.102017;0.115238;0.114936;0.128849;0.134232;0.14041;0.158553;0.162714;0.178323;0.179393;0.191498;0.196019;0.211789;0.233184;0.235611;0.278413;0.260041;0.280124;0.290778;0.310529;0.339253;0.373463;0.361129;0.388101;0.433246,450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450,0;8957;78651;150175;237341;340192;443362;546850;650771;755260;860473;966588;1073806;1182352;1292476;1404454;1518589;1635212;1754683;1877392;2003760;2134240;2269318;2409514;2555383;2707516;2866541;3033124;3207970;3391824,0;7245;11241;15535;20398;25864;31333;36805;42280;47758;53239;58723;64210;69700;75193;80689;86188;91690;97195;102703;108214;113728;119245;124765;130288;135814;141343;146875;152410;157948,37;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40,77;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74,114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114,417835;3263751;6365694;10105844;14418950;18744632;23087066;27450429;31838907;36256709;40724696;45238774;49815669;54459648;59183288;64003326;68928221;73978887;79167962;84508103;90024421;95737900;101661252;107971213;114721591;121806584;129214494;136982990;145133183;153702787
-372,0.229795;1.162221;1.204394;1.494583;1.898209;1.889677;2.205577;2.236422;2.561772,0.00826;0.033282;0.093443;0.268893;0.356804;0.442499;0.992981;1.10372;1.694405,457;457;457;457;457;457;457;457;457,0;11800;209726;410804;663405;948213;1233273;1518437;1803786,0;8922;16524;24551;33703;43834;53969;64106;74245,40;54;54;54;54;54;54;54;54,102;88;88;88;88;88;88;88;88,142;142;142;142;142;142;142;142;142,578183;9432715;18434174;29567963;41893525;54227505;66569892;78916458;91275618
-373,1.168792;1.579223;1.696896;1.953087;11.069047,0.437332;0.10205;0.361303;0.746506;1.309001,434;434;434;434;434,0;214414;449215;691652;989985,0;19306;26052;33378;41308,1;7;7;7;7,221;215;215;215;215,222;222;222;222;222,8436292;21427476;34778739;50836381;66927664
-374,0.2691;2.469594;2.541103;3.253369;3.662162;3.815092;4.019542;4.341;4.635813;4.885246;4.941708;5.223089;5.374531;5.952919;5.792951;5.979521;6.381296;6.973568;6.970031;6.745363;7.228344;7.184624;8.010932;7.897765;7.911784;8.967483;8.507432;8.741322;9.684721;9.980027,0.019502;0.146012;0.43029;0.702161;0.742045;0.899409;1.002485;1.036104;1.061985;1.195473;1.184099;1.2249;1.356591;1.420102;1.447124;1.420549;1.509475;1.601031;1.649719;1.682548;1.672152;1.793138;1.791173;1.817877;1.992772;2.125563;2.047812;2.085609;2.210681;2.225796,448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448,0;21096;505386;994148;1589217;2200829;2812693;3440461;4068342;4696301;5324365;5952564;6580931;7209502;7838316;8467415;9096844;9726651;10356887;10987606;11618865;12250724;12883246;13516497;14150546;14785465;15421329;16058216;16696207;17335386,0;10151;20791;32043;44853;57968;71144;84544;97945;111347;124750;138154;151559;164965;178372;191780;205189;218599;232010;245422;258835;272249;285664;299080;312497;325915;339334;352754;366175;379597,16;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55,153;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114,169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169;169,974567;24101049;47429139;75246913;103683431;132124157;161166760;190209365;219256176;248307187;279045930;310006002;340974464;371955509;402944939;433951145;464974128;496013881;527074604;558160489;589271531;620411926;651581668;682784949;714030170;745313117;776642189;808017375;839447075;870931272
-375,0.149862;0.226655;0.255405;0.317727;0.35337;0.405467;0.44051;0.563219;0.611284;0.688928;0.750495;0.789879;0.825916,0.004046;0.004821;0.015376;0.02671;0.024163;0.028697;0.05514;0.053464;0.060602;0.219012;0.202446;0.528885;0.310319,447;447;447;447;447;447;447;447;447;447;447;447;447,0;7761;23190;39695;65037;90572;116153;143063;170122;197377;224893;252742;281003,0;6516;9011;11781;14872;17972;21088;24244;27402;30562;33724;36888;40054,1;18;18;18;18;18;18;18;18;18;18;18;18,81;64;64;64;64;64;64;64;64;64;64;64;64,82;82;82;82;82;82;82;82;82;82;82;82;82,366735;1117157;1921860;3132931;4368839;5600538;6886904;8177467;9480627;10792172;12120454;13465516;14831554
-376,0.187982;0.350472;0.367483;0.442255;0.539491;0.566305;0.585448;0.642503;0.709267;0.791507;0.84971;1.017115;1.077149;1.076715;1.154721;1.295885;1.379836;1.480507;1.402018;1.41251;1.548394;1.768296;1.703808;1.672185;1.772649;1.86194;2.035272;2.165246;2.340678;2.407957,0.005421;0.006529;0.012999;0.033369;0.044535;0.048663;0.053645;0.056165;0.064555;0.068369;0.07109;0.079059;0.086145;0.085268;0.098999;0.104364;0.103926;0.123623;0.130279;0.133335;0.150473;0.149847;0.188833;0.168793;0.195239;0.201016;0.273805;0.232374;0.262655;0.297145,443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443,0;8836;40538;73357;114039;164044;214216;264576;315188;366151;417569;469562;522248;575800;630392;686218;743462;802391;863265;926347;991966;1060457;1132182;1207417;1286689;1370447;1459127;1553284;1653407;1760130,0;6764;9652;12764;16248;19997;23750;27507;31268;35033;38802;42575;46352;50133;53918;57707;61500;65297;69098;72903;76712;80525;84342;88163;91988;95817;99650;103487;107328;111173,1;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,95;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,417369;1688266;3099844;4822274;6873660;8933458;11001669;13078284;15167518;17273581;19404828;21565528;23751500;25979574;28253976;30578921;32962852;35418413;37954040;40578186;43303506;46142661;49104085;52208878;55469720;58899289;62514495;66340605;70386166;74684870
-377,0.168571;0.255821;0.275467;0.342836;0.398863;0.45724;0.529686;0.58679;0.571439;0.628855;0.711494;0.695992;0.786594;0.839284;0.904481;0.952634;0.95818;1.087686;1.154008;1.053207;1.124481;1.165948;1.303962;1.331692;1.283689;1.34601;1.406884;1.442076;1.503867;1.569883,0.00364;0.005781;0.010834;0.021809;0.028813;0.030171;0.032284;0.037256;0.037275;0.041673;0.041351;0.045064;0.048273;0.05264;0.054348;0.054907;0.057488;0.059732;0.064241;0.063652;0.068998;0.070832;0.073549;0.081771;0.084717;0.084298;0.08634;0.091021;0.092516;0.09933,452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452,0;7519;23710;40815;64849;92484;120171;147894;175667;203506;231429;259456;287609;315912;344391;373074;401991;431174;460657;490476;520669;551276;582339;613902;646011;678714;712061;746104;780897;816496,0;6392;8875;11598;14630;17781;20937;24094;27252;30411;33571;36732;39894;43057;46221;49386;52552;55719;58887;62056;65226;68397;71569;74742;77916;81091;84267;87444;90622;93801,1;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30,76;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77,354114;1101115;1898316;3013861;4272240;5534826;6797415;8064205;9330993;10601985;11881331;13164878;14452623;15748774;17053329;18366285;19687642;21025811;22372378;23739957;25120138;26517121;27935115;29378321;30842530;32331947;33850776;35399013;36976657;38592118
-378,0.134718;0.137981;0.15223;0.167791;0.184063;0.20088;0.223358;0.268704;0.283856;0.304598;0.321724;0.380289;0.388877;0.4396;0.465304;0.471001;0.46569;0.516917;0.544528;0.56754;0.607848;0.713905;0.757339;0.801133;0.848842;0.871969;0.929648;0.96123;0.976366;0.994289,0.001784;0.001262;0.002079;0.003775;0.004655;0.005737;0.008016;0.008638;0.008774;0.010666;0.011065;0.012166;0.018551;0.015147;0.021501;0.029825;0.031432;0.055776;0.080213;0.113017;0.096869;0.167978;0.282863;0.477782;0.550408;0.736551;1.262446;1.737533;2.220888;2.821995,454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454,0;6105;9078;12313;17027;22272;27610;34332;41241;48367;55816;63805;72432;81940;92527;104671;118546;134352;152923;173543;194678;218423;246079;277738;313429;353143;398144;447843;502958;564463,0;5700;6782;7945;9229;10565;11957;13446;14949;16460;17979;19506;21041;22584;24135;25694;27261;28836;30419;32010;33609;35216;36831;38454;40085;41724;43371;45026;46689;48360,1;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44,57;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14,58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58,273952;396612;527759;709573;908341;1119451;1385288;1655356;1933864;2220840;2528907;2853917;3208522;3601164;4040378;4530404;5083874;5722020;6427812;7154595;7961759;8891655;9948486;11128050;12438707;13910215;15533962;17326942;19322999;21500962
-379,0.118298;0.093469;0.113884;0.107479;0.11413;0.116465;0.117255;0.106045;0.113451;0.11434;0.114175;0.110246;0.119617;0.12771;0.126316;0.132199;0.131828;0.131022;0.140753;0.135484;0.140874;0.138014;0.153577;0.150847;0.14708;0.154646;0.157752;0.160474;0.163269;0.16521,0.001312;0.000408;0.000623;0.000673;0.000772;0.001041;0.00107;0.00096;0.00097;0.001283;0.001184;0.001293;0.001301;0.001308;0.001375;0.001351;0.001467;0.001489;0.001668;0.001543;0.001615;0.001621;0.001779;0.001844;0.001876;0.001822;0.00178;0.002001;0.002022;0.001718,412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412,0;5184;5352;5572;5796;6020;6244;6468;6692;6916;7140;7364;7588;7812;8036;8260;8484;8708;8932;9156;9380;9604;9828;10052;10276;10500;10724;10948;11172;11396,0;5180;5355;5552;5753;5954;6155;6356;6557;6758;6959;7160;7361;7562;7763;7964;8165;8366;8567;8768;8969;9170;9371;9572;9773;9974;10175;10376;10577;10778,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,24;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18,25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25,231514;239974;252650;261117;273790;282254;294932;307607;316073;328748;341421;349886;362556;375228;383693;396363;404824;417500;430169;438632;451305;463977;472440;485113;497784;506247;518920;531591;540054;552726
-380,0.142599;0.13876;0.155454;0.154903;0.19466;0.209307;0.235005;0.250496;0.275658;0.299555;0.324139,0.003418;0.001825;0.002177;0.004211;0.006136;0.008436;0.011819;0.017109;0.02352;0.025225;0.062732,447;447;447;447;447;447;447;447;447;447;447,0;6990;10641;14643;18782;25105;31648;38364;45313;52572;60228,0;5941;7105;8340;9691;11205;12720;14237;15756;17277;18800,1;36;36;36;36;36;36;36;36;36;36,58;23;23;23;23;23;23;23;23;23;23,59;59;59;59;59;59;59;59;59;59;59,316155;455921;608387;760837;985247;1230286;1492002;1762083;2044721;2344103;2672795
-382,0.129103;0.143846;0.133937;0.131801;0.162284;0.169397;0.19991;0.23205;0.247924;0.254351;0.297169,0.001798;0.000682;0.001315;0.001722;0.002724;0.003865;0.005189;0.006012;0.008217;0.010953;0.044612,439;439;439;439;439;439;439;439;439;439;439,0;5813;8447;11286;14217;17853;21608;26411;31364;36487;41827,0;5697;6556;7451;8411;9478;10599;11847;13101;14357;15615,22;39;39;39;39;39;39;39;39;39;39,26;9;9;9;9;9;9;9;9;9;9,48;48;48;48;48;48;48;48;48;48;48,261313;358997;465162;571314;698685;826074;999731;1181664;1371994;1570722;1782024
-383,0.149792;0.164514;0.176255;0.216638;0.247439;0.270118;0.320984;0.345547;0.37031;0.410087;0.446392;0.470864;0.551355;0.503022;0.575751;0.636425;0.661554,0.002907;0.002217;0.00333;0.006069;0.007743;0.011324;0.013186;0.018177;0.020636;0.023958;0.026597;0.035696;0.080156;0.119449;0.317617;0.325139;0.254414,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;6661;13059;20027;27940;38399;48969;61231;73596;86071;98698;111494;124519;137790;151340;165251;179547,0;6063;7536;9112;10814;12639;14506;16461;18418;20377;22338;24301;26266;28233;30202;32173;34146,16;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,52;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26,68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68,307770;556957;831482;1139705;1552876;1974293;2454777;2939472;3432585;3925707;4427214;4937148;5459706;5990684;6534300;7090551;7663644
