index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
303,8.862639;5.41373;6.497348;7.312357;8.551472;9.548478;10.495012;11.432012;12.380061;13.409426;14.386765;15.298568;16.318139;17.050215;18.111796;19.080472;20.007162;20.979557;-1,0.353948;0.146296;0.201723;0.462556;0.591099;0.652546;0.665383;0.709741;0.728397;0.781855;0.806588;0.835811;0.904061;0.897865;0.959686;0.968151;1.007323;1.075512;-1,432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;-1,0;311941;1299264;2367772;3437501;4676481;5916144;7155963;8395975;9636257;10876901;12118015;13359724;14602171;15845518;17089947;18335661;19582885;-1,0;311932;397664;484162;572132;661210;750372;839563;928757;1017954;1107154;1196357;1285563;1374772;1463984;1553199;1642417;1731638;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,16;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;-1,14132394;48663972;85838219;123020715;165644433;208293465;250946685;293612497;336286698;379567425;425904304;472528519;519182082;565877588;612619226;659411204;706270302;753204921;-1
304,10.145019;4.373999;5.485974;6.496195;7.499551;8.461844;9.513218;10.551494;11.611209;12.622386;13.614479;14.640194;15.512335;16.675012;17.848968;18.716613;19.770493;20.822358;-1,0.407274;0.086983;0.154375;0.165587;0.179718;0.198714;0.205551;0.216657;0.249081;0.246797;0.251323;0.264986;0.277035;0.294903;0.296416;0.310834;0.318601;0.332545;-1,445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;-1,0;341452;599393;944331;1290601;1640252;1989951;2339722;2689593;3039596;3389767;3740146;4090777;4441708;4792991;5144682;5496841;5849532;-1,0;341447;434715;528804;624496;720723;816951;913180;1009410;1105641;1201873;1298106;1394340;1490575;1586811;1683048;1779286;1875525;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,10;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,15514421;26980395;41275086;55578014;69978506;84378982;98787849;113196686;127839154;143309224;158976146;174651392;190347554;206060411;221794143;237548749;253336787;269154043;-1
305,9.576323;4.198857;5.27245;6.176815;7.200542;8.166559,0.385641;0.080192;0.143877;0.171267;0.177273;2.174952,433;433;433;433;433;433,0;328162;575659;907223;1240069;1575686,0;328159;417814;508268;600260;692770,0;7;7;7;7;7,7;0;0;0;0;0,7;7;7;7;7;7,14893986;25895349;39632403;53377703;67199441;81021179
306,9.441863;5.650334;6.732109;7.629638;8.7876;9.731696;10.749501;11.694174;12.747035;13.702282;14.747643;15.728717;16.687313;17.686044;18.602558;19.57581;20.65518;21.498721;-1,0.373593;0.15312;0.212932;0.333726;0.398461;0.397888;0.428834;0.443325;0.478935;0.489447;0.532196;0.526647;0.556229;0.579535;0.612547;0.611548;0.638599;0.653847;-1,431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;-1,0;323078;1353553;2466372;3580473;4783472;5986533;7189678;8392935;9596336;10799917;12003718;13207783;14412160;15616901;16822062;18027703;19233888;-1,0;323072;412199;502105;593516;685729;777943;870158;962374;1054591;1146809;1239028;1331248;1423469;1515691;1607914;1700138;1792363;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,15;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,14658533;50690672;89403533;128124636;169707928;211295408;252882862;294478696;336443285;381570199;426975856;472394037;517828928;563280513;608757176;654258896;699785658;745345837;-1
307,10.174981;4.369189;5.465246;6.425016;7.474742;8.470967;9.572131;10.492281;11.527722;12.569326;13.742448;14.667519;15.605878;16.499378;17.630109;18.652552;19.661825;20.760221;-1,0.411582;0.085621;0.16197;0.163452;0.177747;0.198815;0.206626;0.216465;0.227008;0.243539;0.244714;0.262043;0.271929;0.293062;0.311514;0.304817;0.307705;0.321053;-1,441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;-1,0;341453;599351;944249;1290502;1637301;1984105;2330911;2677717;3024523;3371329;3718135;4064941;4411747;4758553;5105359;5452165;5798971;-1,0;341441;434677;528747;624445;720689;816939;913191;1009443;1105695;1201947;1298199;1394451;1490703;1586955;1683207;1779459;1875711;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,15;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,15514417;26980370;41270840;55569545;69889312;84204872;98524639;112844406;127385246;142745431;158285793;173821953;189362315;204902676;220443038;235979198;251519560;267059921;-1
308,9.412873;12.621655;13.376246;14.223547;16.113536;17.073896;18.08912;19.055717;20.161611;21.315918;-1,0.38015;0.406345;0.427968;1.848278;2.131537;2.242165;2.31792;2.433419;2.481487;2.639576;-1,435;435;435;435;435;435;435;435;435;435;-1,0;323710;4813272;9385756;13959577;18967153;23975379;28983732;33992249;39000971;-1,0;323707;414748;506582;600000;695438;790881;886326;981773;1077222;-1,0;4;4;4;4;4;4;4;4;4;-1,21;17;17;17;17;17;17;17;17;17;-1,21;21;21;21;21;21;21;21;21;21;-1,14688472;161468148;310949667;460435211;623864621;787315137;950774028;1114237075;1278687609;1456753467;-1
309,9.257345;5.633969;6.69592;7.569728;8.67773;9.699862;10.639955;11.641601;12.62208;13.655849;14.679155;15.535009;16.516146;17.45963;18.443202;19.371883;20.342376;21.340107;-1,0.368784;0.151866;0.221373;0.324481;0.377777;0.398425;0.424181;0.440031;0.476134;0.485802;0.516409;0.516455;0.547047;0.564836;0.598802;0.603094;0.622017;0.651167;-1,440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;-1,0;319684;1337794;2438240;3539949;4727684;5915430;7103189;8290963;9478754;10666564;11854395;13042249;14230128;15418034;16605969;17793935;18981934;-1,0;319678;408169;497450;588253;679857;771463;863071;954681;1046293;1137907;1229523;1321141;1412761;1504383;1596007;1687633;1779261;-1,0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,14496071;50109707;88404060;126706660;167774250;208841840;249913638;290985435;332139053;376684253;421495820;466303188;511114753;555922123;600737891;645549464;690365236;735181009;-1
310,9.365649;4.125942;5.220533;6.133538;7.061405;8.004902;8.970966;9.972531;10.929132;11.88306;12.883676;13.834986;14.780397;15.724149;16.716269;17.730093;18.654543;19.594432;20.577766;-1,0.383031;0.080163;0.142185;0.156659;0.172112;0.185895;0.191593;0.20519;0.21138;0.2302;0.235794;0.249863;0.260015;0.279414;0.278296;0.295038;0.302493;0.31166;0.335274;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;325402;569575;898401;1228529;1559183;1889878;2220639;2551495;2882479;3213628;3544983;3876589;4208495;4540754;4873423;5206563;5540239;5874520;-1,0;325400;413961;503329;594250;685690;777131;868573;960016;1051460;1142905;1234351;1325798;1417246;1508695;1600145;1691596;1783048;1874501;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,12;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,14761465;25619197;39229538;52843916;66479354;80118988;93758605;107402403;121120112;135771939;150604072;165452935;180314320;195192406;210095578;225019618;239972905;254959621;269979740;-1
311,9.469347;12.653017;13.449887;14.417205,0.38005;0.434473;0.444035;4.363957,431;431;431;431,0;325939;4842901;9443388,0;325941;416893;508647,0;1;1;1,19;18;18;18,19;19;19;19,14791229;162446147;312815624;463193337
312,8.119857;16.162487;16.783837;17.669471;19.765965;20.645647;21.821967;-1,0.32559;0.498947;0.522999;2.841522;3.424157;3.914411;4.691494;-1,422;422;422;422;422;422;422;-1,0;294210;6696512;13178323;19661501;26723670;33786682;-1,0;294183;380188;466986;555388;646378;737440;-1,0;6;6;6;6;6;6;-1,25;19;19;19;19;19;19;-1,25;25;25;25;25;25;25;-1,13298139;221107381;431500119;641901086;870929977;1099988367;1331718637;-1
313,9.467085;4.160147;5.25688;6.155266;7.107241;8.088027;9.082978;10.075758;11.052589;12.047332;12.993087;13.992832;14.926675,0.380549;0.07908;0.139464;0.158628;0.182812;0.186634;0.193274;0.209485;0.228494;0.300891;0.355794;2.82246;3.942428,432;432;432;432;432;432;432;432;432;432;432;432;432,0;325951;571802;901144;1231750;1562954;1894410;2226250;2558588;2891752;3226016;3561685;3899084,0;325940;415048;504943;596343;688249;780157;872067;963979;1055893;1147809;1239727;1331647,0;3;3;3;3;3;3;3;3;3;3;3;3,18;15;15;15;15;15;15;15;15;15;15;15;15,18;18;18;18;18;18;18;18;18;18;18;18;18,14791242;25720765;39369056;53021386;66698945;80389031;94100005;107836017;121695741;136531490;151614308;166793078;182092860
314,9.486254;4.160356;5.204754;6.131155;7.070763;8.072193;9.117965;10.06426;10.90495;12.008623;12.971081;13.88617;14.904382;16.002942;16.876925;17.921181;18.848947;19.841458;20.749789;-1,0.372719;0.079724;0.158436;0.151732;0.177863;0.193918;0.209593;0.211488;0.216704;0.238674;0.24809;0.26835;0.273637;0.292507;0.34032;0.308053;0.322083;0.33344;0.352398;-1,435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;-1,0;325311;571105;899816;1229819;1563119;1896481;2229936;2563509;2897251;3231208;3565425;3899963;4234868;4570212;4906065;5242497;5579594;5917441;-1,0;325304;414358;504208;595611;687535;779461;871389;963318;1055249;1147182;1239117;1331054;1422993;1514934;1606877;1698822;1790769;1882718;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,11;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14761278;25686612;39313793;52945010;66669564;80398312;94135456;107872573;121695899;136449304;151391382;166345995;181321533;196317982;211339525;226386147;241466230;256583957;271743506;-1
315,9.927708;-1,0.40946;-1,452;-1,0;-1,0;-1,0;-1,40;-1,40;-1,15369027;-1
316,9.805542;4.897227;5.994152;6.928912;8.104161;9.102833;10.129966,0.397121;0.121943;0.182802;0.286677;0.36762;0.407578;2.686723,443;443;443;443;443;443;443,0;334494;913250;1577244;2242558;2996875;3751217,0;334487;426245;518819;612984;707980;802978,0;7;7;7;7;7;7,7;0;0;0;0;0;0,7;7;7;7;7;7;7,15189216;36866404;61313123;85768082;113085262;140402443;167723832
317,9.187427;10.148717;11.169956;12.088128;13.163038;14.183421;15.534892;16.491577;17.483589;18.494625;19.355952;20.474521;21.468735;22.471295;-1,0.374174;0.319739;0.36701;0.529678;0.566634;1.045396;1.151162;1.180195;1.222261;1.273401;1.297365;1.400152;1.397643;1.46414;-1,449;449;449;449;449;449;449;449;449;449;449;449;449;449;-1,0;320665;3641143;7046267;10452713;13947598;17442578;21113923;24785395;28457033;32128903;35801085;39473674;43146781;-1,0;320639;410001;500153;591817;684331;776917;870166;963419;1056676;1149937;1243202;1336471;1429744;-1,0;22;22;22;22;22;22;22;22;22;22;22;22;22;-1,32;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,32;32;32;32;32;32;32;32;32;32;32;32;32;32;-1,14538934;123857482;235924437;347999626;462920107;577844782;698447462;819050136;940795803;1072155045;1203977426;1335816600;1467676769;1599562136;-1
318,9.408611;8.504271;9.459934;10.407375;12.08932;13.031954;14.072583;15.040749;15.940746;17.12759;18.197762;19.088594;20.103579;21.062574;-1,0.373749;0.262619;0.307711;1.231309;1.485632;1.541161;1.60988;1.701127;1.739069;1.840024;1.877039;1.926109;2.075938;2.069084;-1,437;437;437;437;437;437;437;437;437;437;437;437;437;437;-1,0;323220;2767491;5294110;7822098;10692723;13564027;16435493;19307184;22179172;25051538;27924372;30797773;33671849;-1,0;323192;413077;503763;596046;690121;784196;878272;972349;1066427;1160506;1254586;1348667;1442749;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,33;28;28;28;28;28;28;28;28;28;28;28;28;28;-1,33;33;33;33;33;33;33;33;33;33;33;33;33;33;-1,14666955;95965512;179940589;263928100;358933383;453968181;549007136;644058643;739376687;842723309;946623321;1050552570;1154515225;1258523847;-1
319,10.645789;6.20976;7.383606;8.362968;9.817197;10.913156;11.954675;13.0028;14.196614;15.207243;16.307147;17.396098;18.448535;19.629563;20.609778;21.479618;-1,0.439923;0.170611;0.230924;0.536311;0.703478;0.742815;0.756799;0.814668;0.83843;0.903901;0.921769;0.938909;1.026037;1.023723;1.082704;1.074381;-1,454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;-1,0;353885;1484010;2704700;3926718;5337056;6747978;8158974;9570082;10981350;12392837;13804614;15216765;16629388;18042596;19456518;-1,0;353875;451495;549943;649992;751189;852388;953590;1054795;1156003;1257214;1358428;1459645;1560865;1662088;1763314;-1,0;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,16096388;55619881;98090466;140565082;189102406;237656657;286215120;335007218;387612790;440513427;493525049;546549303;599594602;652656756;705748380;758869487;-1
320,8.780394;3.910104;4.926976;5.788546;6.690931;7.634112;8.564704;9.483087;10.422773;11.276457;12.240868;13.146507;14.063404;15.007748;15.880327;16.893549;17.740551;18.536608;19.694503;20.553367;21.438695;-1,0.343127;0.075904;0.132049;0.156011;0.167931;0.176313;0.186996;0.196383;0.211909;0.241828;0.232171;0.245229;0.267869;0.299;0.280086;0.321341;0.299186;0.316174;0.32801;0.33313;0.345759;-1,425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;-1,0;307911;540191;851401;1163848;1479483;1795181;2110971;2426891;2742982;3059290;3375858;3692741;4009989;4327676;4645867;4964642;5284074;5604255;5925275;6247229;-1,0;307903;392288;477440;564079;651216;738355;825496;912639;999784;1086931;1174080;1261231;1348384;1435539;1522696;1609855;1697016;1784179;1871344;1958511;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,11;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,13948263;24273799;37170124;50074701;63068382;76070466;89072532;102078778;115097612;128284467;142348214;156514741;170693794;184897958;199123018;213377359;227665162;241990611;256353683;270766958;285226220;-1
321,9.941026;4.912347;6.066606;6.976179;8.155975,0.405429;0.119689;0.181562;0.280181;2.158458,440;440;440;440;440,0;336793;919572;1588168;2258069,0;336788;429137;522298;617033,0;5;5;5;5,5;0;0;0;0,5;5;5;5;5,15296204;37121321;61737096;86361113;113864273
322,9.768778;22.115713;22.571917;23.382442;-1,0.397867;0.828486;0.76654;1.916773;-1,446;446;446;446;-1,0;334696;9370837;18492212;-1,0;334648;429018;524185;-1,0;20;20;20;-1,35;15;15;15;-1,35;35;35;35;-1,15201895;307585474;602742792;897904152;-1
323,9.651512;7.135369;8.110322;9.079932,0.388544;0.204728;0.262195;2.389138,433;433;433;433,0;330514;2027864;3809854,0;330513;422367;514993,0;1;1;1,10;9;9;9,10;10;10;10,15005197;72469509;132690641;192920024
324,10.785728;4.548898;5.718891;6.713893;7.806033;8.806901,0.443884;0.091266;0.177338;0.177439;0.196339;2.339752,454;454;454;454;454;454,0;355625;624237;983413;1343882;1704889,0;355624;452615;550416;649759;749622,0;1;1;1;1;1,10;9;9;9;9;9,10;10;10;10;10;10,16177661;28116723;43002871;57893056;72804301;87715541
325,9.663647;4.224012;5.313047;6.213227;7.213859;8.180624;9.167322,0.39482;0.080838;0.146323;0.159489;0.18136;0.217398;2.430286,440;440;440;440;440;440;440,0;331283;579103;913937;1250068;1586763;1923658,0;331282;421233;511966;604183;696896;789609,0;3;3;3;3;3;3,15;12;12;12;12;12;12,15;15;15;15;15;15;15,15035381;26057834;39913205;53772607;67657256;81550259;95455780
326,9.698379;4.21972;5.31723;6.217313;7.130067;8.191946;9.143699;10.153676;11.213652;12.173548;13.145883;14.168547;15.188089;15.979991;17.064985;18.094018;19.077726;20.035334;21.006201;-1,0.387122;0.08025;0.143095;0.155952;0.170506;0.18763;0.189463;0.208587;0.220803;0.236567;0.237401;0.264329;0.262416;0.289156;0.285235;0.294724;0.302568;0.317501;0.326279;-1,428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;428;-1,0;329846;579018;912254;1246763;1581785;1916807;2251829;2586851;2921873;3256895;3591917;3926939;4261961;4596983;4932005;5267027;5602049;5937071;-1,0;329847;420051;511052;603581;696620;789659;882698;975737;1068776;1161815;1254854;1347893;1440932;1533971;1627010;1720049;1813088;1906127;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,16;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;-1,14970993;26048372;39861438;53674336;67512503;81346462;95180421;109014380;122967134;137808804;152822406;167836008;182849609;197867412;212881014;227894616;242908217;257926020;272939622;-1
327,9.59349;4.195798;5.209304;6.175713,0.383089;0.084241;0.145199;1.682298,435;435;435;435,0;327587;575069;906034,0;327583;417217;507633,0;1;1;1,7;6;6;6,7;7;7;7,14868259;25869617;39585540;53309715
328,9.194634;4.054857;5.151496;6.018938;6.948707;7.868333;8.846355,0.364017;0.07974;0.14012;0.160684;0.168933;0.199887;2.345613,429;429;429;429;429;429;429,0;318504;559152;880998;1204115;1527792;1851542,0;318499;405761;493806;583364;673428;763494,0;3;3;3;3;3;3,13;10;10;10;10;10;10,13;13;13;13;13;13;13,14444598;25141831;38481734;51829882;65199077;78568258;91945828
329,8.940454;12.121117;12.934807;13.895249;15.763029;16.644283;17.633871;18.574633;19.649989;20.685557;-1,0.355363;0.404552;0.415136;2.207837;2.673601;2.811479;2.887191;2.995579;3.136656;3.2721;-1,418;418;418;418;418;418;418;418;418;418;-1,0;311910;4638548;9044680;13452096;18357017;23262604;28168395;33074483;37980981;-1,0;311906;399440;487731;577522;669597;761674;853754;945837;1037923;-1,0;3;3;3;3;3;3;3;3;3;-1,25;22;22;22;22;22;22;22;22;22;-1,25;25;25;25;25;25;25;25;25;25;-1,14136430;155580685;299608432;443644418;603678840;763742772;923810859;1083895697;1244079284;1418410922;-1
330,10.374371;6.151801;7.325071;8.342874;9.74218;10.807393;11.876697,0.429542;0.168252;0.225827;0.513942;0.723381;0.998791;3.180623,451;451;451;451;451;451;451,0;349180;1464145;2668486;3874181;5265839;6658213,0;349171;445631;542912;641804;741860;841917,0;1;1;1;1;1;1,19;18;18;18;18;18;18,19;19;19;19;19;19;19,15878090;54877413;96781564;138693945;186592877;234517090;282453834
331,10.430958;4.442065;5.564531;6.54564;7.543998;8.541334;9.591721;10.63815;11.700969;12.660186;13.808507;14.828822;15.798978;16.895931;17.877289;18.947578;19.966415;21.006088;-1,0.423978;0.087825;0.1541;0.169875;0.183191;0.200007;0.207139;0.221137;0.227898;0.249956;0.269508;0.268808;0.27731;0.301962;0.300318;0.307654;0.318948;0.330377;-1,448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;-1,0;346776;608278;958553;1310177;1662352;2014527;2366702;2718877;3071052;3423227;3775402;4127577;4479752;4831927;5184102;5536277;5888452;-1,0;346766;441311;536687;633689;731229;828769;926309;1023849;1121389;1218929;1316469;1414009;1511549;1609089;1706629;1804169;1901709;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,16;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;-1,15762634;27389113;41899287;56417697;70952965;85492441;100027710;114567185;130146898;145833249;161609645;177386040;193162434;208938828;224719424;240495819;256272214;272048608;-1
332,10.620057;5.142007;6.322563;7.349454;8.34031;9.39185;10.457501;11.504657;12.678169;13.61035;14.679854;15.745368;16.76853;17.851987;18.90704;19.893846;20.772094;-1,0.43359;0.141523;0.191096;0.201796;0.221024;0.233998;0.242958;0.256721;0.269817;0.285024;0.290977;0.311431;0.318504;0.339269;0.33624;0.345044;0.355899;-1,450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;-1,0;350924;958278;1654996;2353010;3051545;3750088;4448639;5147198;5845765;6544340;7242923;7941514;8640113;9338720;10037335;10735958;-1,0;350918;447034;543958;642430;741414;840400;939388;1038378;1137370;1236364;1335360;1434358;1533358;1632360;1731364;1830370;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,16;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;-1,15959383;38705731;64356910;90016331;115692604;141373080;167049352;192778921;220552402;248420128;276382058;304343986;332310103;360272036;388233958;416200079;444166188;-1
